league,season,player_id,player_name,team_title,position,games,time,goals,assists,npg,xG_percentage,xA_percentage,npxG_percentage,shots,missed_shots,key_passes,yellow_cards,red_cards
bundesliga,2020-2021,7883,Marcus Ingvartsen,Union Berlin,F M S,30,1989,3,5,3,40.824751598784495,26.201121937854555,32.974126463360946,38,35,24,4,0
bundesliga,2020-2021,8171,Hannes Wolf,Borussia M.Gladbach,F M S,32,1354,3,2,3,31.06736918615641,37.86526162768718,31.06736918615641,16,13,15,2,0
bundesliga,2020-2021,8808,Wataru Endo,VfB Stuttgart,M,33,2959,3,3,3,35.17988247241014,29.640235055179716,35.17988247241014,28,25,26,5,0
bundesliga,2020-2021,9076,Philipp Förster,VfB Stuttgart,F M S,25,1522,3,1,3,39.941459375063594,27.35697527180248,32.70156535313393,20,17,28,4,0
bundesliga,2020-2021,9133,Youssoufa Moukoko,Borussia Dortmund,F S,14,394,3,0,3,42.95778602112022,14.08442795775956,42.95778602112022,20,17,2,0,0
bundesliga,2020-2021,22,John Brooks,Wolfsburg,D S,32,2774,2,0,2,47.3063660239007,5.387267952198581,47.3063660239007,19,17,6,5,0
bundesliga,2020-2021,38,Daniel Brosinski,Mainz 05,D M S,21,1437,2,1,0,38.5035856350566,54.48901465495636,7.0073997099870375,10,8,27,0,0
bundesliga,2020-2021,42,Julian Baumgartlinger,Bayer Leverkusen,M S,17,1074,2,0,2,46.843533288673854,6.312933422652284,46.843533288673854,7,5,6,1,0
bundesliga,2020-2021,81,Jonathan Schmid,Freiburg,D M S,31,2409,2,2,2,22.114976373730233,55.770047252539534,22.114976373730233,21,19,25,4,0
bundesliga,2020-2021,82,Nadiem Amiri,Bayer Leverkusen,M S,29,1882,2,6,2,28.113342592790115,43.77331481441978,28.113342592790115,42,40,38,5,0
bundesliga,2020-2021,116,Florian Grillitsch,Hoffenheim,D F M S,26,1892,2,1,2,34.65274109619398,30.694517807612044,34.65274109619398,20,18,16,4,1
bundesliga,2020-2021,125,Maximilian Eggestein,Werder Bremen,M,33,2944,2,5,2,19.634585436616916,60.73082912676616,19.634585436616916,22,20,29,5,0
bundesliga,2020-2021,140,Yannick Gerhardt,Wolfsburg,D M S,29,1924,2,4,2,34.25451229233712,31.49097541532576,34.25451229233712,31,29,23,3,0
bundesliga,2020-2021,184,Ömer Toprak,Werder Bremen,D S,26,1959,2,0,2,49.28293112175667,1.4341377564866615,49.28293112175667,10,8,1,1,0
bundesliga,2020-2021,315,Matthias Ginter,Borussia M.Gladbach,D,34,3060,2,1,2,33.896755538443266,32.20648892311346,33.896755538443266,23,21,10,2,0
bundesliga,2020-2021,340,Klaas-Jan Huntelaar,Schalke 04,F S,9,600,2,1,2,51.89965551713861,6.447268492605978,41.65307599025542,13,11,5,2,0
bundesliga,2020-2021,391,David Alaba,Bayern Munich,D M S,32,2678,2,3,2,24.703433496905834,50.59313300618834,24.703433496905834,21,19,28,4,0
bundesliga,2020-2021,2668,Martin Hinteregger,Eintracht Frankfurt,D,29,2531,2,1,2,40.18073954630111,19.638520907397766,40.18073954630111,24,22,9,4,0
bundesliga,2020-2021,2693,Marius Wolf,FC Cologne,D F M S,31,2573,2,2,2,35.930358472362656,28.13928305527469,35.930358472362656,41,39,25,3,0
bundesliga,2020-2021,4291,Marc-Oliver Kempf,VfB Stuttgart,D,32,2737,2,1,2,43.25208768893925,13.495824622121505,43.25208768893925,18,16,10,5,0
bundesliga,2020-2021,5235,Aymen Barkok,Eintracht Frankfurt,D F M S,26,951,2,3,2,27.925473669141905,44.14905266171619,27.925473669141905,19,17,26,5,0
bundesliga,2020-2021,5254,Marcel Halstenberg,RasenBallsport Leipzig,D S,24,1650,2,3,1,38.96233556302958,35.645887901761746,25.391776535208678,14,12,28,2,0
bundesliga,2020-2021,5292,Manuel Gulde,Freiburg,D S,27,1958,2,0,2,50.0,0.0,50.0,9,7,0,3,0
bundesliga,2020-2021,5717,Amine Harit,Schalke 04,F M S,28,2123,2,5,2,20.221010894137905,59.55797821172419,20.221010894137905,22,20,50,4,0
bundesliga,2020-2021,5759,Matteo Guendouzi,Hertha Berlin,M S,24,1809,2,1,2,23.258499210733362,53.48300157853328,23.258499210733362,17,15,18,5,0
bundesliga,2020-2021,6096,Sergio Córdova,Arminia Bielefeld,F M S,23,1091,2,1,2,44.790510733826736,10.418978532346536,44.790510733826736,20,18,12,0,0
bundesliga,2020-2021,6352,Valentino Lazaro,Borussia M.Gladbach,D M S,22,1230,2,0,2,37.40609303457826,25.187813930843472,37.40609303457826,15,13,17,3,0
bundesliga,2020-2021,6490,Manuel Akanji,Borussia Dortmund,D S,28,2350,2,0,2,47.501291319437975,4.99741736112407,47.501291319437975,19,17,3,4,0
bundesliga,2020-2021,6837,Ryan Sessegnon,Hoffenheim,D M S,23,1567,2,3,2,24.76826961428104,50.463460771437916,24.76826961428104,5,3,16,4,0
bundesliga,2020-2021,7059,Benito Raman,Schalke 04,F M S,25,1245,2,0,2,39.356549362406426,21.28690127518714,39.356549362406426,26,24,14,2,0
bundesliga,2020-2021,7107,Jean-Paul Boëtius,Mainz 05,F M S,31,2086,2,4,2,24.87603495060993,50.247930098780145,24.87603495060993,29,27,34,5,0
bundesliga,2020-2021,7108,Jonathan Burkardt,Mainz 05,D F M S,29,1389,2,0,2,39.40980928069362,21.180381438612763,39.40980928069362,29,27,13,0,0
bundesliga,2020-2021,7109,Leandro Barreiro Martins,Mainz 05,M S,29,2325,2,2,2,40.20707087295028,19.585858254099435,40.20707087295028,33,31,19,5,0
bundesliga,2020-2021,7783,Xaver Schlager,Wolfsburg,M S,32,2651,2,4,2,29.065352500616566,41.86929499876687,29.065352500616566,49,47,24,7,0
bundesliga,2020-2021,7789,Dominick Drexler,FC Cologne,F M S,27,1217,2,1,2,30.754821591177645,38.4903568176447,30.754821591177645,12,10,15,1,0
bundesliga,2020-2021,7831,Stefan Lainer,Borussia M.Gladbach,D M S,33,2783,2,2,2,25.48096963407102,49.038060731857954,25.48096963407102,25,23,37,2,0
bundesliga,2020-2021,7900,Sargis Adamyan,Hoffenheim,M S,18,450,2,3,2,32.8856706101618,34.228658779676394,32.8856706101618,23,21,11,2,0
bundesliga,2020-2021,8205,Jan Thielmann,FC Cologne,F M S,24,1021,2,3,2,34.91912270261834,30.16175459476332,34.91912270261834,12,10,10,0,0
bundesliga,2020-2021,8396,Jessic Ngankam,Hertha Berlin,F S,15,278,2,0,2,47.750358325685035,4.4992833486299375,47.750358325685035,6,4,1,1,0
bundesliga,2020-2021,8813,Tanguy Coulibaly,VfB Stuttgart,D F M S,31,1511,2,1,2,33.28975887694072,33.420482246118574,33.28975887694072,25,23,15,2,0
bundesliga,2020-2021,8855,Bartosz Bialek,Wolfsburg,F S,19,243,2,0,2,48.30488642861938,3.390227142761221,48.30488642861938,8,6,3,1,0
bundesliga,2020-2021,9128,Andreas Voglsammer,Arminia Bielefeld,F M S,18,1010,2,2,2,38.816891877711384,22.36621624457723,38.816891877711384,32,30,12,1,0
bundesliga,2020-2021,9326,Robert Glatzel,Mainz 05,F S,13,339,2,0,2,46.10805044613359,7.7838991077328155,46.10805044613359,13,11,2,0,0
bundesliga,2020-2021,27,Vladimir Darida,Hertha Berlin,F M S,27,1930,1,6,1,21.663150863501908,56.67369827299618,21.663150863501908,27,26,35,5,1
bundesliga,2020-2021,28,Mitchell Weiser,Bayer Leverkusen,D S,5,221,1,0,1,50.0,0.0,50.0,2,1,0,0,0
bundesliga,2020-2021,40,Stefan Bell,Mainz 05,D,16,1279,1,1,1,26.14306099893683,47.71387800212634,26.14306099893683,8,7,3,6,0
bundesliga,2020-2021,52,Alexander Hack,Mainz 05,D S,21,1365,1,0,1,33.265382060603905,33.46923587879219,33.265382060603905,7,6,6,2,0
bundesliga,2020-2021,75,Niklas Süle,Bayern Munich,D S,20,1502,1,0,1,41.144065755811205,17.71186848837759,41.144065755811205,20,19,7,1,0
bundesliga,2020-2021,84,Ermin Bicakcic,Hoffenheim,D,2,128,1,0,1,49.03402127356655,1.9319574528668944,49.03402127356655,2,1,1,1,0
bundesliga,2020-2021,118,Levin Öztunali,Mainz 05,D M S,17,742,1,2,1,24.824045831705757,50.35190833658848,24.824045831705757,6,5,9,0,0
bundesliga,2020-2021,161,Robin Knoche,Union Berlin,D,34,3044,1,0,1,46.84915412715831,6.301691745683382,46.84915412715831,12,11,4,4,0
bundesliga,2020-2021,171,Michael Gregoritsch,Augsburg,F M S,24,808,1,2,1,34.64438607720335,30.711227845593303,34.64438607720335,12,11,5,1,0
bundesliga,2020-2021,176,Sven Schipplock,Arminia Bielefeld,F S,32,696,1,0,1,43.440310377919474,13.11937924416105,43.440310377919474,16,15,8,3,0
bundesliga,2020-2021,183,Jonathan Tah,Bayer Leverkusen,D S,27,2215,1,0,1,47.81811042452077,4.3637791509584565,47.81811042452077,9,8,1,3,0
bundesliga,2020-2021,205,Mahmoud Dahoud,Borussia Dortmund,M S,21,1267,1,1,1,23.03879486559236,53.92241026881528,23.03879486559236,16,15,11,3,0
bundesliga,2020-2021,206,Oscar Wendt,Borussia M.Gladbach,D M S,22,1269,1,1,1,38.84416975441437,22.311660491171267,38.84416975441437,8,7,7,3,0
bundesliga,2020-2021,213,Thorgan Hazard,Borussia Dortmund,F M S,16,653,1,3,1,17.067384988591996,65.86523002281601,17.067384988591996,10,9,14,0,0
bundesliga,2020-2021,220,Jérôme Boateng,Bayern Munich,D,29,2393,1,1,1,24.131435965858476,51.73712806828304,24.131435965858476,8,7,5,6,0
bundesliga,2020-2021,228,Sebastian Rode,Eintracht Frankfurt,M S,27,1634,1,0,1,4.831881546403642,90.3362369071927,4.831881546403642,3,2,19,10,0
bundesliga,2020-2021,283,David Abraham,Eintracht Frankfurt,D,14,1228,1,0,1,38.815086306602595,22.36982738679481,38.815086306602595,10,9,2,3,1
bundesliga,2020-2021,307,Suat Serdar,Schalke 04,M S,25,1960,1,3,1,36.02576298922543,27.948474021549153,36.02576298922543,32,31,15,3,0
bundesliga,2020-2021,342,Sead Kolasinac,Schalke 04,D M S,17,1427,1,1,1,25.327595228681176,49.34480954263765,25.327595228681176,6,5,13,5,0
