league,season,player_id,player_name,team_title,position,games,time,goals,assists,npg,xG_percentage,xA_percentage,npxG_percentage,shots,missed_shots,key_passes,yellow_cards,red_cards
bundesliga,2021-2022,5250,Yussuf Poulsen,RasenBallsport Leipzig,F M S,10,482,4,0,4,44.6220744339186,10.755851132162796,44.6220744339186,19,15,5,1,0
bundesliga,2021-2022,6170,André Silva,RasenBallsport Leipzig,F S,15,892,4,2,3,43.508974908778505,20.272134842978808,36.21889024824268,21,17,8,1,0
bundesliga,2021-2022,6475,Lucas Höler,Freiburg,F M,15,1258,4,1,4,39.11272169804683,21.774556603906337,39.11272169804683,32,28,16,1,0
bundesliga,2021-2022,6722,Konstantinos Mavropanos,VfB Stuttgart,D,13,1132,4,0,4,47.51881235775944,4.962375284481125,47.51881235775944,11,7,3,1,0
bundesliga,2021-2022,6937,Georginio Rutter,Hoffenheim,F M S,15,637,4,2,4,38.21161945447441,23.576761091051175,38.21161945447441,22,18,9,0,0
bundesliga,2021-2022,64,Filip Kostic,Eintracht Frankfurt,D F M S,14,1182,3,6,3,11.730848844435315,76.53830231112937,11.730848844435315,24,21,40,1,0
bundesliga,2021-2022,223,Joshua Kimmich,Bayern Munich,M,11,972,3,3,3,24.682404710118877,50.635190579762245,24.682404710118877,12,9,26,0,0
bundesliga,2021-2022,306,Florian Niederlechner,Augsburg,F S,11,423,3,0,3,46.12408270964326,7.751834580713476,46.12408270964326,12,9,8,0,0
bundesliga,2021-2022,339,Eric Maxim Choupo-Moting,Bayern Munich,S,9,130,3,0,3,49.82904021244054,0.34191957511892485,49.82904021244054,7,4,1,0,0
bundesliga,2021-2022,3310,Alassane Pléa,Borussia M.Gladbach,F M S,14,838,3,1,3,36.143176087635396,27.71364782472921,36.143176087635396,28,25,19,0,0
bundesliga,2021-2022,3347,Ellyes Skhiri,FC Cologne,M S,10,757,3,0,3,48.22411081091492,3.551778378170161,48.22411081091492,10,7,5,1,0
bundesliga,2021-2022,3455,Raphael Guerreiro,Borussia Dortmund,D S,8,639,3,1,2,44.607780256891985,40.27670891128613,15.115510831821894,13,10,15,1,0
bundesliga,2021-2022,4291,Marc-Oliver Kempf,VfB Stuttgart,D S,11,758,3,0,3,43.185723465670286,13.62855306865943,43.185723465670286,13,10,4,2,0
bundesliga,2021-2022,5113,Santos Borré,Eintracht Frankfurt,F M S,15,1175,3,1,3,46.28942371108367,7.421152577832663,46.28942371108367,28,25,12,1,0
bundesliga,2021-2022,5266,Vincenzo Grifo,Freiburg,F M S,15,1202,3,6,1,36.780961022963105,45.35667937719487,17.862359599842023,28,25,34,0,0
bundesliga,2021-2022,5355,Jacob Bruun Larsen,Hoffenheim,M S,10,436,3,0,3,43.1784393239123,13.643121352175402,43.1784393239123,9,6,6,0,0
bundesliga,2021-2022,6357,Marco Richter,Hertha Berlin,D M S,15,838,3,0,3,40.37240753336482,19.255184933270357,40.37240753336482,17,14,11,2,0
bundesliga,2021-2022,7056,Niko Gießelmann,Union Berlin,D M S,15,1241,3,3,3,38.12524848893357,23.749503022132863,38.12524848893357,16,13,21,2,0
bundesliga,2021-2022,7267,Woo-Yeong Jeong,Freiburg,F M S,15,914,3,0,3,47.5971124658515,4.805775068296995,47.5971124658515,24,21,6,0,0
bundesliga,2021-2022,7422,Christoph Baumgartner,Hoffenheim,M S,11,588,3,0,3,41.9327400145859,16.134519970828183,41.9327400145859,15,12,7,1,0
bundesliga,2021-2022,8418,Jamal Musiala,Bayern Munich,M S,14,512,3,3,3,24.36535051714429,51.26929896571143,24.36535051714429,10,7,11,1,0
bundesliga,2021-2022,8792,Fabian Klos,Arminia Bielefeld,F S,15,1126,3,1,1,52.71927693695011,13.167103989953652,34.11361907309624,36,33,13,1,0
bundesliga,2021-2022,9352,Masaya Okugawa,Arminia Bielefeld,F M S,14,1070,3,1,3,43.75186593357528,12.49626813284943,43.75186593357528,9,6,11,0,0
bundesliga,2021-2022,9718,Jamie Leweling,Greuther Fuerth,F M S,15,638,3,1,3,42.78914170459564,14.421716590808714,42.78914170459564,13,10,4,3,0
bundesliga,2021-2022,9788,Dominik Szoboszlai,RasenBallsport Leipzig,M S,14,861,3,4,3,32.80286859489748,42.91949477080046,24.277636634302056,24,21,26,2,0
bundesliga,2021-2022,88,Mark Uth,FC Cologne,F M S,12,804,2,1,2,34.88865184899087,30.22269630201826,34.88865184899087,32,30,23,1,0
bundesliga,2021-2022,90,Sebastian Rudy,Hoffenheim,M S,10,529,2,0,2,45.360806474006274,9.278387051987462,45.360806474006274,7,5,5,3,0
bundesliga,2021-2022,139,Simon Zoller,Bochum,F M,4,360,2,2,2,31.566444047217622,36.86711190556475,31.566444047217622,5,3,6,2,0
bundesliga,2021-2022,155,Max Kruse,Union Berlin,F M,12,947,2,3,0,39.96263262600886,38.90833050215953,21.1290368718316,20,18,21,1,0
bundesliga,2021-2022,171,Michael Gregoritsch,Augsburg,F S,8,220,2,0,2,39.72847730220536,20.543045395589267,39.72847730220536,6,4,2,1,0
bundesliga,2021-2022,208,Lars Stindl,Borussia M.Gladbach,F M S,15,1047,2,4,2,47.24684668007394,23.03007575701954,29.723077562906525,24,22,17,5,0
bundesliga,2021-2022,213,Thorgan Hazard,Borussia Dortmund,D F M S,10,534,2,0,2,35.72723766709661,28.545524665806788,35.72723766709661,13,11,13,0,0
bundesliga,2021-2022,307,Suat Serdar,Hertha Berlin,F M,14,1220,2,0,2,35.820664553528985,28.35867089294204,35.820664553528985,22,20,10,3,0
bundesliga,2021-2022,335,Leon Goretzka,Bayern Munich,M,12,907,2,2,2,34.19560109855643,31.608797802887135,34.19560109855643,30,28,20,0,0
bundesliga,2021-2022,378,Milos Pantovic,Bochum,F M S,12,534,2,1,2,28.009616061257926,43.980767877484155,28.009616061257926,7,5,7,0,0
bundesliga,2021-2022,412,André Hahn,Augsburg,F M S,14,996,2,1,2,39.33341044340878,21.33317911318243,39.33341044340878,21,19,8,4,0
bundesliga,2021-2022,543,Reece Oxford,Augsburg,D,12,1080,2,0,2,49.72293225197868,0.5541354960426227,49.72293225197868,6,4,1,4,0
bundesliga,2021-2022,604,Emre Can,Borussia Dortmund,M S,8,489,2,0,0,87.0009314409938,2.7087359682903345,10.290332590715863,8,6,2,1,0
bundesliga,2021-2022,956,Andrej Kramaric,Hoffenheim,F M S,14,1105,2,7,2,33.239529323246195,33.5209413535076,33.239529323246195,39,37,19,2,0
bundesliga,2021-2022,2624,Djibril Sow,Eintracht Frankfurt,M,15,1297,2,3,2,33.37481779401135,33.25036441197731,33.37481779401135,9,7,15,4,0
bundesliga,2021-2022,2631,Karim Onisiwo,Mainz 05,F S,13,953,2,5,2,37.850556523548,24.298886952904,37.850556523548,36,34,14,0,0
bundesliga,2021-2022,4250,Nicolas Höfler,Freiburg,M,13,1086,2,1,2,27.792261641033335,44.41547671793334,27.792261641033335,15,13,5,1,0
bundesliga,2021-2022,5231,Florian Kainz,FC Cologne,M S,14,1062,2,2,2,25.119317060305015,49.76136587938997,25.119317060305015,19,17,26,0,1
bundesliga,2021-2022,5236,Danny Blum,Bochum,F S,6,194,2,0,2,36.107842377307094,27.784315245385816,36.107842377307094,5,3,7,0,0
bundesliga,2021-2022,5270,Gerrit Holtmann,Bochum,F M S,13,889,2,3,2,24.262906164343637,51.474187671312734,24.262906164343637,20,18,16,0,0
bundesliga,2021-2022,5294,Salih Özcan,FC Cologne,M S,13,813,2,0,2,33.25559981795808,33.48880036408385,33.25559981795808,10,8,9,2,0
bundesliga,2021-2022,6081,Dennis Geiger,Hoffenheim,M S,10,723,2,2,2,33.26586140641321,33.468277187173584,33.26586140641321,9,7,11,2,0
bundesliga,2021-2022,6147,Denis Zakaria,Borussia M.Gladbach,D M S,13,1123,2,1,2,34.4958219820247,31.00835603595061,34.4958219820247,17,15,8,4,0
bundesliga,2021-2022,6708,Bote Baku,Wolfsburg,D F M S,15,1032,2,1,2,32.18815241783549,35.623695164329035,32.18815241783549,19,17,14,2,0
bundesliga,2021-2022,7049,Evan Ndicka,Eintracht Frankfurt,D,13,1170,2,1,2,33.55598714101152,32.88802571797695,33.55598714101152,9,7,5,2,0
bundesliga,2021-2022,7051,Gonçalo Paciência,Eintracht Frankfurt,F S,6,110,2,0,1,74.39762707279262,1.6066687509660238,23.99570417624136,10,8,1,1,0
bundesliga,2021-2022,7065,Florian Neuhaus,Borussia M.Gladbach,M S,11,646,2,0,2,43.72879677158035,12.542406456839306,43.72879677158035,16,14,8,1,0
bundesliga,2021-2022,7485,Nico Schlotterbeck,Freiburg,D,15,1288,2,0,2,42.208549858361124,15.58290028327774,42.208549858361124,17,15,6,1,0
bundesliga,2021-2022,7501,Amadou Haidara,RasenBallsport Leipzig,M S,12,851,2,0,2,45.46174058190922,9.076518836181569,45.46174058190922,13,11,4,1,0
bundesliga,2021-2022,7524,Tuta,Eintracht Frankfurt,D,8,715,2,0,2,47.702771935100365,4.594456129799266,47.702771935100365,4,2,2,1,0
bundesliga,2021-2022,7868,Diadie Samassékou,Hoffenheim,M S,12,739,2,0,2,24.81033777321086,50.37932445357826,24.81033777321086,4,2,5,4,0
bundesliga,2021-2022,7877,Robert Andrich,Bayer Leverkusen,M S,11,671,2,1,2,36.98478088837003,26.030438223259928,36.98478088837003,12,10,3,2,1
bundesliga,2021-2022,7880,Sebastian Andersson,FC Cologne,F S,15,656,2,1,2,48.81389338143016,2.3722132371396722,48.81389338143016,28,26,4,2,0
bundesliga,2021-2022,7997,Julian Ryerson,Union Berlin,D M S,14,730,2,0,2,33.76780253908362,32.46439492183277,33.76780253908362,13,11,9,1,0
bundesliga,2021-2022,8140,Munas Dabbur,Hoffenheim,F M S,10,447,2,2,2,35.804915424465285,28.39016915106943,35.804915424465285,10,8,6,0,0
bundesliga,2021-2022,8191,Giovanni Reyna,Borussia Dortmund,M,3,227,2,0,2,38.558345625352665,22.883308749294667,38.558345625352665,6,4,9,0,0
bundesliga,2021-2022,8211,Amine Adli,Bayer Leverkusen,F M S,13,695,2,1,2,33.633325040135034,32.733349919729925,33.633325040135034,13,11,6,1,0
bundesliga,2021-2022,8795,Jacob Laursen,Arminia Bielefeld,D M,13,1054,2,0,2,21.551005061658003,56.89798987668401,21.551005061658003,8,6,4,1,0
bundesliga,2021-2022,8806,Roberto Massimo,VfB Stuttgart,D F M S,12,740,2,0,2,35.732953144275434,28.53409371144914,35.732953144275434,17,15,12,0,0
bundesliga,2021-2022,8810,Hamadi Al Ghaddioui,VfB Stuttgart,F S,9,491,2,2,2,40.77250415806338,18.454991683873246,40.77250415806338,12,10,8,2,0
bundesliga,2021-2022,8824,Jude Bellingham,Borussia Dortmund,M,14,1228,2,5,2,36.9770091534637,26.045981693072605,36.9770091534637,24,22,18,4,0
bundesliga,2021-2022,8974,Jens Petter Hauge,Eintracht Frankfurt,F M S,12,572,2,0,2,47.82310675546736,4.353786489065295,47.82310675546736,12,10,5,1,0
bundesliga,2021-2022,9076,Philipp Förster,VfB Stuttgart,F M S,10,610,2,1,2,42.23135035253994,15.537299294920121,42.23135035253994,16,14,6,3,0
bundesliga,2021-2022,9099,Andi Zeqiri,Augsburg,F S,11,705,2,1,2,46.762895132778034,6.474209734443942,46.762895132778034,18,16,7,1,0
bundesliga,2021-2022,9749,Donyell Malen,Borussia Dortmund,F S,14,867,2,0,2,41.18762713065706,17.62474573868588,41.18762713065706,20,18,9,1,0
bundesliga,2021-2022,9752,Jesper Lindstrom,Eintracht Frankfurt,F M S,13,743,2,1,2,34.44812870513813,31.103742589723737,34.44812870513813,15,13,15,0,0
bundesliga,2021-2022,9954,Cedric Itten,Greuther Fuerth,F S,11,586,2,0,2,49.024120868239876,1.951758263520245,49.024120868239876,14,12,3,1,0
bundesliga,2021-2022,9993,Jurgen Ekkelenkamp,Hertha Berlin,M S,11,331,2,0,2,43.92850968255774,12.142980634884529,43.92850968255774,7,5,6,0,0
bundesliga,2021-2022,40,Stefan Bell,Mainz 05,D,14,1223,1,0,1,36.56421811306616,26.871563773867674,36.56421811306616,13,12,4,5,0
bundesliga,2021-2022,52,Alexander Hack,Mainz 05,D S,12,936,1,0,1,34.23291184897025,31.534176302059503,34.23291184897025,7,6,4,4,0
bundesliga,2021-2022,71,Timo Baumgartl,Union Berlin,D,12,999,1,1,1,30.745535405751816,38.508929188496374,30.745535405751816,6,5,2,1,0
bundesliga,2021-2022,74,Pavel Kaderábek,Hoffenheim,D M S,6,333,1,0,1,40.45766737250052,19.08466525499896,40.45766737250052,4,3,8,2,0
bundesliga,2021-2022,82,Nadiem Amiri,Bayer Leverkusen,M S,12,348,1,0,1,42.233627874673886,15.532744250652234,42.233627874673886,8,7,2,0,0
bundesliga,2021-2022,125,Maximilian Eggestein,Freiburg,M S,14,891,1,1,1,24.215949511559934,51.568100976880125,24.215949511559934,7,6,8,0,0
bundesliga,2021-2022,153,Maximilian Arnold,Wolfsburg,M,15,1307,1,0,1,25.25407853611658,49.49184292776685,25.25407853611658,21,20,27,3,0
bundesliga,2021-2022,157,Daniel Caligiuri,Augsburg,D M S,15,1046,1,2,0,44.23340570384301,31.497576707785424,24.269017588371554,21,20,12,1,0
bundesliga,2021-2022,186,Karim Bellarabi,Bayer Leverkusen,M S,8,221,1,0,1,50.0,0.0,50.0,11,10,0,0,0
bundesliga,2021-2022,228,Sebastian Rode,Eintracht Frankfurt,S,5,101,1,0,1,46.57604260345448,6.847914793091037,46.57604260345448,2,1,2,0,0
bundesliga,2021-2022,294,Gian-Luca Waldschmidt,Wolfsburg,M S,8,455,1,0,1,47.111136436763715,5.7777271264725645,47.111136436763715,11,10,3,1,0
bundesliga,2021-2022,360,Ádám Szalai,Mainz 05,F S,10,224,1,0,1,42.9455409279532,14.108918144093597,42.9455409279532,9,8,4,1,0
bundesliga,2021-2022,373,Mats Hummels,Borussia Dortmund,D S,13,955,1,1,1,46.3959325233747,7.208134953250593,46.3959325233747,6,5,1,2,0
bundesliga,2021-2022,409,Philipp Klement,VfB Stuttgart,M S,6,357,1,0,1,15.84108947071786,68.31782105856426,15.84108947071786,5,4,7,0,0
bundesliga,2021-2022,435,Benjamin Henrichs,RasenBallsport Leipzig,D S,7,261,1,0,1,47.273450154275395,5.453099691449203,47.273450154275395,2,1,1,0,0
bundesliga,2021-2022,1139,Silvan Widmer,Mainz 05,D M,15,1344,1,2,1,29.119891666329696,41.76021666734061,29.119891666329696,7,6,10,0,0
bundesliga,2021-2022,1277,Roland Sallai,Freiburg,F M S,12,474,1,1,1,38.26426717055811,23.47146565888378,38.26426717055811,13,12,4,0,0
bundesliga,2021-2022,2655,Alfred Finnbogason,Augsburg,F M S,3,143,1,1,1,21.66118017892494,56.67763964215011,21.66118017892494,3,2,2,0,0
bundesliga,2021-2022,2665,Jeffrey Gouweleeuw,Augsburg,D,11,990,1,0,1,48.60907465198853,2.7818506960229326,48.60907465198853,4,3,1,5,0
bundesliga,2021-2022,2668,Martin Hinteregger,Eintracht Frankfurt,D,12,1080,1,0,1,48.51356509385123,2.9728698122975414,48.51356509385123,11,10,1,2,0
bundesliga,2021-2022,3339,Jérôme Roussillon,Wolfsburg,D S,11,673,1,0,1,43.51435696373695,12.971286072526105,43.51435696373695,5,4,6,4,0
bundesliga,2021-2022,3349,Ramy Bensebaini,Borussia M.Gladbach,D S,9,765,1,0,1,34.434645254349995,31.130709491300006,34.434645254349995,11,10,7,2,0
bundesliga,2021-2022,4240,Jeremy Dudziak,Greuther Fuerth,F M S,10,517,1,0,1,43.736210255495976,12.527579489008048,43.736210255495976,7,6,8,0,0
bundesliga,2021-2022,4248,Nils Petersen,Freiburg,S,6,95,1,0,1,50.0,0.0,50.0,3,2,0,0,0
bundesliga,2021-2022,4271,Janik Haberer,Freiburg,M S,13,256,1,0,1,50.0,0.0,50.0,5,4,0,0,0
bundesliga,2021-2022,4280,Davie Selke,Hertha Berlin,F S,10,334,1,0,1,49.57223199417407,0.8555360116518678,49.57223199417407,9,8,1,0,0
bundesliga,2021-2022,4340,Grischa Prömel,Union Berlin,M S,12,961,1,0,1,47.83791477376579,4.324170452468421,47.83791477376579,9,8,3,3,0
bundesliga,2021-2022,5240,Ondrej Duda,FC Cologne,M S,15,969,1,0,1,41.49716394068903,17.005672118621945,41.49716394068903,27,26,8,4,0
bundesliga,2021-2022,5263,Lukas Kübler,Freiburg,D S,13,1063,1,0,1,42.27589974745424,15.448200505091512,42.27589974745424,6,5,5,2,0
bundesliga,2021-2022,5269,Håvard Nielsen,Greuther Fuerth,F M S,11,801,1,0,1,49.32505393548076,1.349892129038478,49.32505393548076,19,18,2,2,0
bundesliga,2021-2022,5273,Kerem Demirbay,Bayer Leverkusen,M S,15,1050,1,1,0,43.78509234367185,32.58070352303553,23.63420413329262,16,15,18,4,0
bundesliga,2021-2022,5329,Stefan Posch,Hoffenheim,D S,13,1016,1,0,1,38.37541312298903,23.249173754021935,38.37541312298903,5,4,3,3,0
bundesliga,2021-2022,5356,Breel Embolo,Borussia M.Gladbach,F S,10,650,1,2,1,37.47641080924081,25.047178381518382,37.47641080924081,13,12,11,1,0
bundesliga,2021-2022,5659,Nordi Mukiele,RasenBallsport Leipzig,D M S,14,913,1,0,1,35.616145940341646,28.76770811931671,35.616145940341646,11,10,8,2,0
bundesliga,2021-2022,5736,Myziane Maolida,Hertha Berlin,M S,5,220,1,0,1,44.58705029284113,10.825899414317757,44.58705029284113,6,5,2,0,0
bundesliga,2021-2022,5989,Moussa Niakhate,Mainz 05,D S,12,944,1,0,1,45.377065824180484,9.245868351639034,45.377065824180484,3,2,4,1,0
bundesliga,2021-2022,6088,Orel Mangala,VfB Stuttgart,M S,10,733,1,2,1,35.77374970137953,28.45250059724094,35.77374970137953,7,6,10,1,0
bundesliga,2021-2022,6109,Konrad Laimer,RasenBallsport Leipzig,M S,11,390,1,0,1,35.03014496146775,29.939710077064507,35.03014496146775,5,4,6,0,0
bundesliga,2021-2022,6327,Kevin Akpoguma,Hoffenheim,D M S,13,892,1,2,1,23.502629528127173,52.994740943745654,23.502629528127173,9,8,7,2,0
bundesliga,2021-2022,6411,Niklas Dorsch,Augsburg,M S,12,923,1,0,1,37.743220661578405,24.513558676843186,37.743220661578405,6,5,2,2,0
bundesliga,2021-2022,6449,Chris Führich,VfB Stuttgart,F M S,6,311,1,0,1,39.108966878279396,21.782066243441196,39.108966878279396,4,3,3,1,0
bundesliga,2021-2022,7042,Timothy Tillman,Greuther Fuerth,M S,10,493,1,2,1,32.56644561687763,34.86710876624473,32.56644561687763,10,9,11,0,0
bundesliga,2021-2022,7058,Kevin Stöger,Mainz 05,S,9,100,1,0,1,41.53325209219334,16.933495815613316,41.53325209219334,5,4,7,1,0
bundesliga,2021-2022,7075,Borna Sosa,VfB Stuttgart,D M,14,1260,1,3,1,11.317885577269251,77.3642288454615,11.317885577269251,10,9,24,2,0
bundesliga,2021-2022,7090,Krzysztof Piatek,Hertha Berlin,F S,8,328,1,0,1,50.0,0.0,50.0,12,11,0,0,0
bundesliga,2021-2022,7809,Mads Pedersen,Augsburg,D M S,14,712,1,0,1,37.356867175833756,25.286265648332495,37.356867175833756,9,8,11,1,0
bundesliga,2021-2022,7875,Christopher Trimmel,Union Berlin,D S,9,700,1,0,1,18.726125740288126,62.54774851942375,18.726125740288126,10,9,14,1,0
bundesliga,2021-2022,7882,Sheraldo Becker,Union Berlin,F M S,10,467,1,2,1,28.171299222123018,43.65740155575395,28.171299222123018,10,9,14,2,0
bundesliga,2021-2022,7897,Louis Schaub,FC Cologne,S,13,114,1,2,1,32.01613472855851,35.96773054288299,32.01613472855851,4,3,4,0,0
bundesliga,2021-2022,7900,Sargis Adamyan,Hoffenheim,F M S,11,306,1,0,1,32.49236061529668,35.015278769406635,32.49236061529668,3,2,4,0,0
bundesliga,2021-2022,8317,Edmond Tapsoba,Bayer Leverkusen,D S,8,594,1,0,1,50.0,0.0,50.0,1,0,0,0,0
bundesliga,2021-2022,8407,Tim Lemperle,FC Cologne,S,4,57,1,0,1,47.08567137996829,5.828657240063414,47.08567137996829,1,0,2,0,0
bundesliga,2021-2022,8788,Anderson-Lenda Lucoqui,Mainz 05,D M S,7,501,1,0,1,41.0707647838239,17.85847043235221,41.0707647838239,7,6,4,1,0
bundesliga,2021-2022,8808,Wataru Endo,VfB Stuttgart,M,15,1333,1,2,1,34.17762092786029,31.644758144279418,34.17762092786029,16,15,8,1,0
bundesliga,2021-2022,8870,Sam Lammers,Eintracht Frankfurt,F S,8,368,1,0,1,49.51660924231668,0.9667815153666274,49.51660924231668,12,11,1,0,0
bundesliga,2021-2022,9128,Andreas Voglsammer,Union Berlin,F S,15,261,1,1,1,32.69600747996409,34.607985040071824,32.69600747996409,12,11,5,0,0
bundesliga,2021-2022,9156,Kevin Schade,Freiburg,F M S,12,520,1,1,1,44.59152117995225,10.816957640095495,44.59152117995225,14,13,3,2,0
bundesliga,2021-2022,9227,Steffen Tigges,Borussia Dortmund,S,5,75,1,0,1,3.5248607217730736,92.95027855645385,3.5248607217730736,1,0,1,0,0
bundesliga,2021-2022,9293,Hugo Novoa Ramos,RasenBallsport Leipzig,S,2,13,1,0,1,50.0,0.0,50.0,1,0,0,0,0
bundesliga,2021-2022,9328,Jeremie Frimpong,Bayer Leverkusen,D,15,1303,1,4,1,11.560465441439511,76.87906911712098,11.560465441439511,6,5,16,5,0
bundesliga,2021-2022,9674,Joe Scally,Borussia M.Gladbach,D M,15,1321,1,1,1,28.832207164814765,42.33558567037046,28.832207164814765,12,11,13,2,0
bundesliga,2021-2022,9705,Anthony Losilla,Bochum,M,15,1321,1,0,1,41.62801362741599,16.743972745168026,41.62801362741599,18,17,7,2,0
bundesliga,2021-2022,9712,Kevin Behrens,Union Berlin,F S,11,247,1,2,1,30.926268423683695,38.147463152632604,30.926268423683695,6,5,7,0,0
bundesliga,2021-2022,9715,Hiroki Ito,VfB Stuttgart,D S,10,789,1,0,1,33.15657113095406,33.68685773809187,33.15657113095406,5,4,5,1,0
bundesliga,2021-2022,9717,Marco Meyerhöfer,Greuther Fuerth,D S,14,1196,1,0,1,37.59675375416692,24.806492491666162,37.59675375416692,5,4,11,0,0
bundesliga,2021-2022,9724,David Raum,Hoffenheim,D M S,14,1156,1,4,1,10.805573075165688,78.38885384966862,10.805573075165688,10,9,31,2,0
bundesliga,2021-2022,9727,Bryan Lasme,Arminia Bielefeld,F M S,12,451,1,0,1,43.81405646214559,12.371887075708829,43.81405646214559,5,4,2,2,0
bundesliga,2021-2022,9730,Patrick Wimmer,Arminia Bielefeld,F M S,13,665,1,2,1,29.13141927516228,41.73716144967544,29.13141927516228,22,21,12,3,0
bundesliga,2021-2022,9783,Jae-Sung Lee,Mainz 05,F M S,13,732,1,2,1,40.46977916363648,19.06044167272703,40.46977916363648,10,9,8,2,0
bundesliga,2021-2022,9790,Josko Gvardiol,RasenBallsport Leipzig,D S,14,1155,1,2,1,26.739832184806207,46.52033563038757,26.739832184806207,12,11,7,3,0
bundesliga,2021-2022,9797,Dejan Ljubicic,FC Cologne,M S,14,1100,1,0,1,13.715342737661555,72.56931452467688,13.715342737661555,8,7,22,2,0
bundesliga,2021-2022,9830,Soma Novothny,Bochum,S,4,40,1,0,1,50.0,0.0,50.0,1,0,0,0,0
bundesliga,2021-2022,9910,Anton Stach,Mainz 05,M S,11,392,1,1,1,27.75737548620413,44.48524902759174,27.75737548620413,8,7,3,2,0
bundesliga,2021-2022,9911,Piero Hincapié,Bayer Leverkusen,D S,10,575,1,0,1,19.65299438841311,60.69401122317378,19.65299438841311,2,1,2,2,0
bundesliga,2021-2022,9986,Kristijan Jakic,Eintracht Frankfurt,M S,11,843,1,0,1,46.270671043881386,7.458657912237243,46.270671043881386,14,13,3,3,0
