league,season,player_id,player_name,team_title,position,games,time,goals,assists,npg,xG_percentage,xA_percentage,npxG_percentage,shots,missed_shots,key_passes,yellow_cards,red_cards
bundesliga,2018-2019,6338,Lucas Alario,Bayer Leverkusen,F S,27,1240,9,3,9,44.45641550189686,11.087168996206273,44.45641550189686,42,33,15,1,0
bundesliga,2018-2019,6523,Milot Rashica,Werder Bremen,F M S,26,1571,9,5,8,39.29241366407283,26.066797511449273,34.640788824477895,59,50,30,1,0
bundesliga,2018-2019,26,Salomon Kalou,Hertha Berlin,F M S,30,2329,8,2,5,44.202414156517186,21.28395886555102,34.51362697793181,47,39,29,0,0
bundesliga,2018-2019,335,Leon Goretzka,Bayern Munich,D M S,30,2008,8,4,8,40.14035743484248,19.71928513031504,40.14035743484248,55,47,19,3,0
bundesliga,2018-2019,87,Joelinton,Hoffenheim,F M S,28,2149,7,5,7,38.816915292120896,22.366169415758208,38.816915292120896,56,49,42,5,0
bundesliga,2018-2019,157,Daniel Caligiuri,Schalke 04,D M,31,2767,7,3,3,47.289287671699505,40.357197127787195,12.35351520051331,50,43,60,9,0
bundesliga,2018-2019,261,Julian Brandt,Bayer Leverkusen,D F M S,33,2684,7,11,7,31.779442513201815,36.44111497359637,31.779442513201815,65,58,86,0,0
bundesliga,2018-2019,422,Mario Götze,Borussia Dortmund,F M S,26,1694,7,7,7,29.64710532092226,40.705789358155485,29.64710532092226,28,21,41,0,0
bundesliga,2018-2019,1275,Robin Quaison,Mainz 05,F M S,28,2211,7,3,7,44.82682519478332,10.346349610433359,44.82682519478332,50,43,22,1,0
bundesliga,2018-2019,2249,James Rodríguez,Bayern Munich,M S,20,1149,7,3,7,33.47390989078745,33.052180218425086,33.47390989078745,36,29,50,2,0
bundesliga,2018-2019,2631,Karim Onisiwo,Mainz 05,F M S,26,1136,7,3,7,36.96370117430502,26.072597651389952,36.96370117430502,39,32,21,2,0
bundesliga,2018-2019,3887,Mario Gomez,VfB Stuttgart,F S,31,2215,7,2,7,44.359217673771965,11.28156465245607,44.359217673771965,52,45,25,3,1
bundesliga,2018-2019,6492,Reiss Nelson,Hoffenheim,F M S,23,611,7,0,7,44.27415851073833,11.45168297852335,44.27415851073833,21,14,16,0,0
bundesliga,2018-2019,7060,Rouwen Hennings,Fortuna Duesseldorf,F S,29,1830,7,4,6,43.36232936858644,17.177028029874243,39.46064260153932,59,52,28,3,0
bundesliga,2018-2019,64,Filip Kostic,Eintracht Frankfurt,D F M S,34,2965,6,10,6,22.577237823844676,54.84552435231065,22.577237823844676,61,55,46,4,0
bundesliga,2018-2019,171,Michael Gregoritsch,Augsburg,F M S,32,2499,6,2,5,46.327207416637194,10.625967777417273,43.046824805945526,85,79,28,4,0
bundesliga,2018-2019,194,Admir Mehmedi,Wolfsburg,F M S,26,1708,6,5,6,33.18226372684627,33.63547254630746,33.18226372684627,36,30,34,1,0
bundesliga,2018-2019,224,Thomas Müller,Bayern Munich,F M S,32,2403,6,9,6,33.56940148360368,32.86119703279265,33.56940148360368,64,58,60,1,0
bundesliga,2018-2019,226,Kingsley Coman,Bayern Munich,F M S,21,1404,6,4,6,33.34864743085781,33.30270513828438,33.34864743085781,31,25,28,2,0
bundesliga,2018-2019,329,Franck Ribéry,Bayern Munich,F M S,25,1156,6,3,6,37.100380943320204,25.799238113359596,37.100380943320204,26,20,21,3,0
bundesliga,2018-2019,360,Ádám Szalai,Hoffenheim,F M S,30,1598,6,3,6,42.33619653651819,15.327606926963622,42.33619653651819,66,60,27,3,0
bundesliga,2018-2019,426,Daniel Ginczek,Wolfsburg,F S,24,1276,6,2,6,40.33831799071136,19.323364018577276,40.33831799071136,35,29,13,4,0
bundesliga,2018-2019,7046,Hendrik Weydandt,Hannover 96,F M S,28,1713,6,1,6,39.74160742667321,20.516785146653564,39.74160742667321,60,54,27,1,0
bundesliga,2018-2019,122,Claudio Pizarro,Werder Bremen,F S,26,657,5,2,5,44.42261640772418,11.154767184551643,44.42261640772418,25,20,10,1,0
bundesliga,2018-2019,125,Maximilian Eggestein,Werder Bremen,M,34,3055,5,4,5,24.991907153632567,50.01618569273486,24.991907153632567,45,40,45,4,0
bundesliga,2018-2019,186,Karim Bellarabi,Bayer Leverkusen,F M S,19,1051,5,4,5,27.412054879992432,45.175890240015136,27.412054879992432,43,38,26,4,1
bundesliga,2018-2019,320,Jonas Hofmann,Borussia M.Gladbach,F M S,27,1911,5,5,4,42.32449354755959,26.78935759240964,30.886148860030765,36,31,34,2,0
bundesliga,2018-2019,1669,Marko Grujic,Hertha Berlin,F M S,22,1780,5,1,5,41.92775826856197,16.14448346287606,41.92775826856197,46,41,16,5,0
bundesliga,2018-2019,3962,Anastasios Donis,VfB Stuttgart,F M S,24,952,5,2,5,42.19164809965074,15.61670380069852,42.19164809965074,30,25,7,4,0
bundesliga,2018-2019,5221,Leon Bailey,Bayer Leverkusen,F M S,29,1940,5,1,5,35.65818073771002,28.683638524579962,35.65818073771002,56,51,46,4,0
bundesliga,2018-2019,5356,Breel Embolo,Schalke 04,F M S,20,1357,5,1,5,38.54928106554718,22.901437868905656,38.54928106554718,26,21,19,4,0
bundesliga,2018-2019,5358,Lukas Klostermann,RasenBallsport Leipzig,D M S,26,1995,5,1,5,33.604794178557626,32.79041164288474,33.604794178557626,13,8,20,1,0
bundesliga,2018-2019,6045,Davy Klaassen,Werder Bremen,M,33,2830,5,4,5,32.16658978724322,35.666820425513556,32.16658978724322,33,28,38,5,0
bundesliga,2018-2019,6484,Renato Steffen,Wolfsburg,D F M S,31,1505,5,1,5,38.08805184007484,23.823896319850313,38.08805184007484,27,22,14,4,0
bundesliga,2018-2019,119,Anthony Ujah,Mainz 05,F S,22,707,4,0,4,40.6796488851177,18.640702229764603,40.6796488851177,27,23,12,2,0
bundesliga,2018-2019,267,Philipp Max,Augsburg,D F M,30,2581,4,2,4,22.020048928187833,55.95990214362434,22.020048928187833,24,20,62,1,0
bundesliga,2018-2019,276,Dong-Won Ji,Augsburg,F M S,14,898,4,1,4,40.5762111444949,18.847577711010196,40.5762111444949,22,18,10,2,0
bundesliga,2018-2019,306,Florian Niederlechner,Freiburg,F S,24,979,4,1,4,46.2942424653638,7.411515069272398,46.2942424653638,31,27,10,3,0
bundesliga,2018-2019,347,Kaan Ayhan,Fortuna Duesseldorf,D,28,2456,4,1,4,45.56826208629965,8.863475827400704,45.56826208629965,23,19,6,10,0
bundesliga,2018-2019,392,Arjen Robben,Bayern Munich,F M S,12,567,4,0,4,40.56428739865699,18.87142520268602,40.56428739865699,22,18,16,0,1
bundesliga,2018-2019,407,Martin Harnik,Werder Bremen,F M S,18,829,4,2,4,44.7954304231642,10.409139153671596,44.7954304231642,28,24,13,2,0
bundesliga,2018-2019,412,André Hahn,Augsburg,F M S,28,2043,4,4,4,26.252752116697376,47.494495766605255,26.252752116697376,37,33,30,7,0
bundesliga,2018-2019,2662,Christian Pulisic,Borussia Dortmund,F M S,20,916,4,4,4,38.82538578265976,22.349228434680484,38.82538578265976,27,23,21,2,0
bundesliga,2018-2019,3059,Axel Witsel,Borussia Dortmund,M S,33,2873,4,1,4,36.967235636896156,26.0655287262077,36.967235636896156,36,32,16,2,0
bundesliga,2018-2019,5248,Marcel Sabitzer,RasenBallsport Leipzig,F M S,30,2351,4,3,4,33.78227804986358,32.43544390027285,33.78227804986358,63,59,36,9,0
bundesliga,2018-2019,5249,Emil Forsberg,RasenBallsport Leipzig,F M S,20,1255,4,7,1,39.839999213928344,39.89488456537572,20.26511622069593,30,26,39,0,0
bundesliga,2018-2019,5251,Rani Khedira,Augsburg,D M,30,2628,4,1,4,36.298885354591306,27.402229290817388,36.298885354591306,14,10,8,6,0
bundesliga,2018-2019,5257,Willi Orban,RasenBallsport Leipzig,D S,24,2050,4,0,4,50.0,0.0,50.0,27,23,0,5,0
bundesliga,2018-2019,5273,Kerem Demirbay,Hoffenheim,M S,26,2029,4,9,4,22.67816722855274,54.64366554289452,22.67816722855274,59,55,80,6,0
bundesliga,2018-2019,5302,Guido Burgstaller,Schalke 04,F S,24,1517,4,0,4,44.853073892584334,10.29385221483133,44.853073892584334,45,41,10,4,0
bundesliga,2018-2019,6084,Johannes Eggestein,Werder Bremen,F M S,23,1115,4,1,4,42.23268884329342,15.534622313413163,42.23268884329342,34,30,10,0,0
bundesliga,2018-2019,6147,Denis Zakaria,Borussia M.Gladbach,M S,31,1960,4,0,4,46.70110758648682,6.597784827026358,46.70110758648682,36,32,15,7,0
bundesliga,2018-2019,6190,Dawid Kownacki,Fortuna Duesseldorf,F M S,10,574,4,0,4,45.25834612596315,9.48330774807371,45.25834612596315,12,8,5,2,0
bundesliga,2018-2019,6271,Ihlas Bebou,Hannover 96,D F M,12,1070,4,3,3,44.876117426100684,17.606011433076418,37.5178711408229,27,23,17,1,0
bundesliga,2018-2019,6357,Marco Richter,Augsburg,F M S,25,1434,4,6,4,37.264545179985014,25.470909640029966,37.264545179985014,55,51,16,4,0
bundesliga,2018-2019,6475,Lucas Höler,Freiburg,F M S,26,1003,4,0,4,47.43366589256857,5.1326682148628695,47.43366589256857,26,22,9,0,0
bundesliga,2018-2019,7035,Hanno Behrens,Nuernberg,F M,30,2648,4,1,2,53.91816470523424,12.597546640459987,33.48428865430577,39,35,21,3,0
bundesliga,2018-2019,7038,Mikael Ishak,Nuernberg,F S,29,1915,4,3,4,43.341380775827794,20.461811843130697,36.19680738104151,39,35,21,1,0
bundesliga,2018-2019,7107,Jean-Paul Boëtius,Mainz 05,F M S,30,2133,4,7,4,26.62460644190806,46.75078711618387,26.62460644190806,47,43,31,8,0
bundesliga,2018-2019,22,John Brooks,Wolfsburg,D,29,2610,3,2,3,44.3913401350767,11.217319729846585,44.3913401350767,19,16,4,7,0
bundesliga,2018-2019,38,Daniel Brosinski,Mainz 05,D M,26,2208,3,5,0,38.22234842717113,53.261500843439066,8.516150729389802,18,15,42,2,0
bundesliga,2018-2019,74,Pavel Kaderábek,Hoffenheim,D M S,29,2508,3,4,3,29.31340678995962,41.373186420080756,29.31340678995962,28,25,42,7,0
bundesliga,2018-2019,81,Jonathan Schmid,Augsburg,D M,28,2520,3,7,3,13.562843309474212,72.87431338105156,13.562843309474212,17,14,44,1,0
bundesliga,2018-2019,82,Nadiem Amiri,Hoffenheim,M S,13,767,3,1,3,38.09636560756444,23.80726878487113,38.09636560756444,18,15,16,1,0
bundesliga,2018-2019,98,Kenan Karaman,Fortuna Duesseldorf,F M S,21,909,3,1,3,40.50674834955004,18.98650330089992,40.50674834955004,21,18,13,0,0
bundesliga,2018-2019,110,Theodor Gebre Selassie,Werder Bremen,D M,32,2814,3,2,3,41.14289290518103,17.714214189637943,41.14289290518103,28,25,21,2,0
bundesliga,2018-2019,135,Yuya Osako,Werder Bremen,F M S,21,1354,3,2,3,37.630774219215745,24.738451561568514,37.630774219215745,27,24,16,2,0
bundesliga,2018-2019,161,Robin Knoche,Wolfsburg,D,31,2790,3,0,3,48.728369470482434,2.5432610590351303,48.728369470482434,14,11,2,0,0
bundesliga,2018-2019,183,Jonathan Tah,Bayer Leverkusen,D,33,2942,3,1,3,42.678439680674614,14.643120638650764,42.678439680674614,12,9,6,3,0
bundesliga,2018-2019,208,Lars Stindl,Borussia M.Gladbach,F M S,21,1520,3,1,3,30.922765441073384,38.154469117853225,30.922765441073384,34,31,22,3,0
bundesliga,2018-2019,225,Javi Martínez,Bayern Munich,M S,21,1316,3,0,3,46.17640251370948,7.647194972581034,46.17640251370948,18,15,7,3,0
bundesliga,2018-2019,391,David Alaba,Bayern Munich,D S,31,2533,3,3,3,27.10353279047062,45.79293441905875,27.10353279047062,47,44,29,4,0
bundesliga,2018-2019,420,Patrick Herrmann,Borussia M.Gladbach,F M S,24,1059,3,2,3,26.108947645063147,47.782104709873714,26.108947645063147,19,16,25,1,0
bundesliga,2018-2019,914,Nabil Bentaleb,Schalke 04,M S,25,1796,3,0,0,57.88988809713535,24.04541790266007,18.064694000204582,21,18,18,4,0
bundesliga,2018-2019,1350,Jonathan de Guzmán,Eintracht Frankfurt,M S,28,1558,3,6,3,28.476141969003983,43.04771606199204,28.476141969003983,22,19,37,4,0
bundesliga,2018-2019,2480,Jonathas,Hannover 96,F S,10,609,3,1,2,57.64862815384241,2.2552774964266584,40.096094349730926,13,10,1,2,1
bundesliga,2018-2019,3299,Jean-Kevin Augustin,RasenBallsport Leipzig,F S,17,443,3,0,3,43.78342905765019,12.43314188469963,43.78342905765019,13,10,8,0,0
bundesliga,2018-2019,3339,Jérôme Roussillon,Wolfsburg,D,28,2475,3,4,3,25.85037071860227,48.29925856279546,25.85037071860227,20,17,30,4,0
bundesliga,2018-2019,4280,Davie Selke,Hertha Berlin,F M S,30,1724,3,5,3,37.359195554773194,25.28160889045361,37.359195554773194,45,42,20,4,0
bundesliga,2018-2019,5224,Bobby Wood,Hannover 96,F M S,20,1168,3,1,3,38.69701297784145,22.605974044317097,38.69701297784145,18,15,11,1,0
bundesliga,2018-2019,5230,Thomas Delaney,Borussia Dortmund,M S,30,2302,3,5,3,32.79668329347116,34.40663341305768,32.79668329347116,33,30,15,7,0
bundesliga,2018-2019,5254,Marcel Halstenberg,RasenBallsport Leipzig,D M S,28,2415,3,6,1,27.583349320810047,55.32412149492415,17.092529184265807,23,20,55,2,0
bundesliga,2018-2019,5353,Josip Brekalo,Wolfsburg,F M S,25,1406,3,3,3,39.22998816915934,21.540023661681325,39.22998816915934,26,23,21,2,0
bundesliga,2018-2019,6096,Sergio Córdova,Augsburg,F S,20,491,3,0,3,47.511522360850236,4.97695527829952,47.511522360850236,13,10,4,1,0
bundesliga,2018-2019,6352,Valentino Lazaro,Hertha Berlin,D M,31,2743,3,6,3,19.77339687677117,60.45320624645767,19.77339687677117,20,17,55,6,0
bundesliga,2018-2019,7043,Eduard Löwen,Nuernberg,F M S,22,1627,3,2,3,35.78968713679305,28.420625726413906,35.78968713679305,37,34,16,3,0
bundesliga,2018-2019,7044,Kevin Möhwald,Werder Bremen,F M S,23,852,3,1,3,33.19849143778348,33.60301712443305,33.19849143778348,20,17,9,2,0
bundesliga,2018-2019,7051,Gonçalo Paciência,Eintracht Frankfurt,F S,11,382,3,1,3,41.826127673218295,16.347744653563403,41.826127673218295,19,16,4,1,0
bundesliga,2018-2019,7054,Steven Skrzybski,Schalke 04,F M S,12,673,3,1,3,41.951296877368854,16.097406245262288,41.951296877368854,17,14,8,1,0
bundesliga,2018-2019,7065,Florian Neuhaus,Borussia M.Gladbach,M S,32,2080,3,8,3,39.6172754735089,20.76544905298221,39.6172754735089,51,48,28,5,0
bundesliga,2018-2019,7153,Matheus Pereira,Nuernberg,F M S,19,1240,3,2,3,38.71976019659626,22.560479606807483,38.71976019659626,29,26,14,3,1
bundesliga,2018-2019,7255,Oliver Fink,Fortuna Duesseldorf,M S,18,1069,3,0,3,36.712816343013614,26.57436731397277,36.712816343013614,12,9,6,4,0
bundesliga,2018-2019,7376,Ozan Kabak,VfB Stuttgart,D M,15,1350,3,0,3,49.27371179298898,1.4525764140220274,49.27371179298898,11,8,2,4,0
bundesliga,2018-2019,8,Jérôme Gondorf,Freiburg,M S,25,1285,2,2,2,24.27314756806641,51.45370486386719,24.27314756806641,23,21,20,3,0
bundesliga,2018-2019,59,Emiliano Insúa,VfB Stuttgart,D S,27,2121,2,2,2,10.839924384720915,78.32015123055817,10.839924384720915,8,6,28,4,1
bundesliga,2018-2019,75,Niklas Süle,Bayern Munich,D S,31,2649,2,0,2,44.08339835985074,11.833203280298521,44.08339835985074,20,18,6,2,0
bundesliga,2018-2019,88,Mark Uth,Schalke 04,F M S,20,1407,2,1,2,42.66456498735873,14.670870025282534,42.66456498735873,39,37,13,3,0
bundesliga,2018-2019,96,Salif Sané,Schalke 04,D S,30,2612,2,0,2,44.896100767074444,10.207798465851122,44.896100767074444,19,17,6,4,0
bundesliga,2018-2019,105,Felipe,Hannover 96,D S,17,1102,2,0,2,50.0,0.0,50.0,10,8,0,4,1
bundesliga,2018-2019,140,Yannick Gerhardt,Wolfsburg,M S,30,2471,2,2,2,31.789992809543822,36.420014380912356,31.789992809543822,35,33,27,2,0
bundesliga,2018-2019,150,Josuha Guilavogui,Wolfsburg,M S,19,1573,2,1,2,46.14878449088162,7.7024310182367675,46.14878449088162,7,5,8,5,0
bundesliga,2018-2019,153,Maximilian Arnold,Wolfsburg,M,33,2888,2,6,2,25.570181715056034,48.859636569887925,25.570181715056034,54,52,45,7,0
bundesliga,2018-2019,185,Wendell,Bayer Leverkusen,D S,28,2277,2,2,1,47.541137671168904,31.538332761042188,20.92052956778891,11,9,16,5,0
bundesliga,2018-2019,187,Christoph Kramer,Borussia M.Gladbach,M S,18,1139,2,1,2,31.3151123784695,37.36977524306101,31.3151123784695,8,6,9,6,0
bundesliga,2018-2019,188,Kevin Kampl,RasenBallsport Leipzig,M S,27,2131,2,5,2,22.07851891764037,55.842962164719246,22.07851891764037,34,32,48,5,0
bundesliga,2018-2019,209,Josip Drmic,Borussia M.Gladbach,F S,5,217,2,0,2,49.71148910380773,0.5770217923845473,49.71148910380773,7,5,1,0,0
bundesliga,2018-2019,210,Raffael,Borussia M.Gladbach,F S,13,530,2,1,2,37.34841639595693,25.30316720808613,37.34841639595693,11,9,16,0,0
bundesliga,2018-2019,212,Nico Elvedi,Borussia M.Gladbach,D,30,2629,2,1,2,41.251620996653614,17.496758006692776,41.251620996653614,14,12,3,1,0
bundesliga,2018-2019,223,Joshua Kimmich,Bayern Munich,D M,34,3060,2,13,2,12.6077609724366,74.7844780551268,12.6077609724366,25,23,83,4,0
bundesliga,2018-2019,229,Thiago Alcántara,Bayern Munich,M S,30,2412,2,6,2,26.545527281235515,46.90894543752897,26.545527281235515,23,21,39,5,0
bundesliga,2018-2019,241,Mathew Leckie,Hertha Berlin,M S,18,941,2,0,2,42.421328985734384,15.157342028531229,42.421328985734384,22,20,12,3,0
bundesliga,2018-2019,249,Danny da Costa,Eintracht Frankfurt,D F M,34,3036,2,4,2,28.802877972033347,42.39424405593329,28.802877972033347,21,19,33,1,0
bundesliga,2018-2019,271,Ja-Cheol Koo,Augsburg,M S,26,1632,2,1,2,45.26213928882594,9.475721422348114,45.26213928882594,26,24,23,3,0
bundesliga,2018-2019,300,Daniel Didavi,VfB Stuttgart,F M S,20,942,2,2,2,30.182649145755352,39.634701708489295,30.182649145755352,24,22,28,0,0
bundesliga,2018-2019,307,Suat Serdar,Schalke 04,M S,26,1744,2,1,2,36.854639378696106,26.290721242607784,36.854639378696106,30,28,15,3,2
bundesliga,2018-2019,315,Matthias Ginter,Borussia M.Gladbach,D,27,2379,2,0,2,39.172010833594385,21.65597833281124,39.172010833594385,22,20,9,2,0
bundesliga,2018-2019,316,Gonzalo Castro,VfB Stuttgart,D M S,25,1693,2,4,2,23.616716847963264,52.76656630407347,23.616716847963264,13,11,29,4,0
bundesliga,2018-2019,454,Charles Aránguiz,Bayer Leverkusen,M S,24,1912,2,7,2,19.815092537578753,60.369814924842494,19.815092537578753,23,21,30,3,0
bundesliga,2018-2019,1277,Roland Sallai,Freiburg,M S,10,518,2,0,2,43.074379389531856,13.851241220936277,43.074379389531856,14,12,5,3,0
bundesliga,2018-2019,3455,Raphael Guerreiro,Borussia Dortmund,D M S,23,1539,2,6,2,29.682403912352207,40.63519217529558,29.682403912352207,35,33,38,2,0
bundesliga,2018-2019,4246,Mike Frantz,Freiburg,D M S,31,2260,2,1,2,36.28528410170519,27.429431796589622,36.28528410170519,19,17,15,2,0
bundesliga,2018-2019,4291,Marc-Oliver Kempf,VfB Stuttgart,D,23,2027,2,0,2,47.893289030073625,4.213421939852744,47.893289030073625,14,12,7,3,0
bundesliga,2018-2019,4764,Jean-Philippe Gbamin,Mainz 05,D M S,31,2675,2,1,2,28.590650279267432,42.818699441465135,28.590650279267432,35,33,23,3,0
bundesliga,2018-2019,5197,Achraf Hakimi,Borussia Dortmund,D S,21,1740,2,4,2,26.617873508558958,46.764252982882084,26.617873508558958,20,18,11,4,0
bundesliga,2018-2019,5219,Aleksandar Dragovic,Bayer Leverkusen,D M S,18,1327,2,0,2,47.184959283712004,5.630081432575989,47.184959283712004,4,2,3,4,0
bundesliga,2018-2019,5238,Jordan Torunarigha,Hertha Berlin,D S,14,1163,2,2,2,34.64142304271014,30.717153914579736,34.64142304271014,7,5,5,2,1
bundesliga,2018-2019,5309,Federico Palacios,Nuernberg,F M S,17,946,2,0,2,43.50905261223729,12.981894775525415,43.50905261223729,7,5,6,1,0
bundesliga,2018-2019,5355,Jacob Bruun Larsen,Borussia Dortmund,F M S,24,1267,2,2,2,33.69613234623722,32.60773530752555,33.69613234623722,26,24,17,0,0
bundesliga,2018-2019,6098,Niclas Füllkrug,Hannover 96,F S,14,1114,2,1,1,48.7244779710433,13.3863126169634,37.8892094119933,37,35,13,1,0
bundesliga,2018-2019,6103,Dan-Axel Zagadou,Borussia Dortmund,D S,17,1267,2,0,2,49.240869710307464,1.5182605793850723,49.240869710307464,10,8,2,4,0
bundesliga,2018-2019,6229,William,Wolfsburg,D S,31,2679,2,1,2,24.58824181083629,50.823516378327426,24.58824181083629,25,23,40,10,0
bundesliga,2018-2019,6445,Elvis Rexhbecaj,Wolfsburg,D M S,24,1138,2,2,2,26.91515588433857,46.169688231322866,26.91515588433857,10,8,7,4,0
bundesliga,2018-2019,7026,Joshua Brenet,Hoffenheim,D M S,14,906,2,1,2,33.25457238657527,33.49085522684946,33.25457238657527,10,8,9,0,0
bundesliga,2018-2019,7031,Georg Margreitter,Nuernberg,D S,27,2055,2,0,2,43.696954352116016,12.606091295767957,43.696954352116016,16,14,3,2,0
bundesliga,2018-2019,7074,Nicolás González,VfB Stuttgart,D F M S,30,2161,2,3,2,38.31046214380018,23.379075712399647,38.31046214380018,59,57,29,2,1
bundesliga,2018-2019,7080,Matheus Cunha,RasenBallsport Leipzig,F M S,25,849,2,0,2,44.87527905179608,10.249441896407829,44.87527905179608,34,32,7,1,0
bundesliga,2018-2019,7122,Javairo Dilrosun,Hertha Berlin,M S,17,883,2,3,2,17.05450098114972,65.89099803770057,17.05450098114972,11,9,12,2,0
bundesliga,2018-2019,7164,Florent Muslija,Hannover 96,F M S,17,664,2,0,2,39.31989530211164,21.36020939577672,39.31989530211164,20,18,15,1,0
bundesliga,2018-2019,7242,Adam Zrelák,Nuernberg,F S,14,941,2,1,2,47.065811650515315,5.8683766989693815,47.065811650515315,17,15,9,4,0
bundesliga,2018-2019,7295,Joshua Sargent,Werder Bremen,F S,10,191,2,0,2,47.75391022262722,4.4921795547455705,47.75391022262722,4,2,2,1,0
bundesliga,2018-2019,7309,Ahmed Kutucu,Schalke 04,F S,13,406,2,0,2,48.592411381907205,2.815177236185599,48.592411381907205,13,11,2,0,0
bundesliga,2018-2019,23,Marvin Plattenhardt,Hertha Berlin,D M,22,1928,1,2,1,17.325561074593278,65.34887785081345,17.325561074593278,11,10,32,4,0
bundesliga,2018-2019,28,Mitchell Weiser,Bayer Leverkusen,D S,30,2110,1,3,1,12.26451903729693,75.47096192540614,12.26451903729693,12,11,29,3,0
bundesliga,2018-2019,45,Yunus Malli,Wolfsburg,F M S,21,674,1,1,0,43.729205332580406,31.441307542104564,24.82948712531503,8,7,16,0,0
