id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,league
1293,Gonzalo Higuaín,35,2989,36,27.29547758772969,2,2.704297137446701,182,51,1,1,F,Napoli,33,25.01158105209469,30.054061494767662,5.310751999728382,2015-2016,serie_a
1294,Paulo Dybala,34,2480,19,15.12728680856526,9,8.31875187996775,107,73,1,0,F S,Juventus,13,10.55953368730843,19.78540198970586,7.206236615777016,2015-2016,serie_a
1125,Carlos Bacca,38,3179,18,14.870253454893827,2,3.657709759660065,77,41,2,0,F S,AC Milan,16,13.347655806690454,18.54066981375217,3.277732176706195,2015-2016,serie_a
1513,Mauro Icardi,33,2608,16,13.370864221826196,4,5.164421901106834,57,32,1,0,F S,Inter,15,11.848346980288625,16.034405590966344,2.293468937277794,2015-2016,serie_a
1104,Leonardo Pavoletti,25,1916,14,10.40239254385233,3,2.015460602939129,67,23,3,1,F S,Genoa,14,10.40239254385233,14.476563148200512,3.779202876612544,2015-2016,serie_a
1250,Mohamed Salah,34,2753,14,9.377116854302583,6,7.068870378658176,72,63,1,1,F M S,Roma,14,9.377116854302583,23.043303050100803,10.797392231412232,2015-2016,serie_a
1315,Massimo Maccarone,37,2779,13,9.98206184618175,5,3.928731011226773,81,38,4,0,F S,Empoli,12,9.220763025805354,13.472644191235304,3.2140862504020333,2015-2016,serie_a
1426,Josip Ilicic,30,1933,13,9.362493777647614,5,5.2083480656147,74,47,2,0,M S,Fiorentina,6,4.03340202383697,9.846160901710393,4.349181979894638,2015-2016,serie_a
1514,Éder,33,2398,13,9.863557253032925,2,1.939744973555208,74,20,3,0,F M S,"Inter,Sampdoria",10,7.579660791903734,10.318679083138704,2.056776158511638,2015-2016,serie_a
1186,Andrea Belotti,35,2606,12,13.856186871416869,4,4.179406842216849,70,29,4,0,F S,Torino,8,10.81099150236696,14.74768748972565,2.876480878330767,2015-2016,serie_a
1393,Lorenzo Insigne,37,2639,12,9.908442457206547,10,9.11415692884475,134,65,2,0,F M S,Napoli,10,8.385844831354916,23.265476390719414,8.545032993424684,2015-2016,serie_a
1425,Nikola Kalinic,36,2559,12,17.177180893719196,3,1.4238727390766144,72,18,5,0,F M S,Fiorentina,12,16.415882118046284,18.0999565301463,1.998677403666079,2015-2016,serie_a
1147,Cyril Théréau,36,2912,11,12.46032466646284,3,4.878205426037312,77,49,2,1,F M S,Udinese,11,12.46032466646284,15.727519678883256,5.05800564866513,2015-2016,serie_a
1290,Miralem Pjanic,33,2656,10,7.167181259021163,12,9.318703572265804,68,80,10,1,M S,Roma,9,6.405882423743606,18.25228280760348,9.655850673094392,2015-2016,serie_a
1295,Mario Mandzukic,27,2063,10,8.593954620882869,4,3.5477424077689648,37,28,5,0,F S,Juventus,10,8.593954620882869,11.734705850481989,3.5581405498087406,2015-2016,serie_a
1517,Antonio Candreva,30,2219,10,11.795622661709784,3,3.8530362267047167,90,38,4,0,F M S,Lazio,4,5.705232098698616,9.829541507642716,2.9806008962914348,2015-2016,serie_a
1552,Alberto Gilardino,33,2362,10,8.964193094521761,2,1.8191700791940093,49,20,4,0,F S,Palermo,10,8.964193094521761,11.427051566541197,2.553970536217093,2015-2016,serie_a
1867,Federico Dionisi,32,2455,9,6.684954191558063,4,3.2036824859678745,83,29,12,0,F S,Frosinone,8,5.923655356280506,9.287637335248291,2.2926251962780952,2015-2016,serie_a
1868,Daniel Ciofani,37,2919,9,8.207670098170638,1,2.151538180187345,76,40,1,0,F S,Frosinone,7,6.685072449967265,9.04116699192673,1.972202802076936,2015-2016,serie_a
716,Alberto Paloschi,21,1676,8,9.575280357152224,2,0.7499110884964466,41,13,1,0,F S,Chievo,7,7.291423849761486,8.144812365993857,0.754569829441607,2015-2016,serie_a
1148,Duván Zapata,25,1514,8,8.233941536396742,2,1.2720303321257234,53,12,5,0,F S,Udinese,8,8.233941536396742,7.930719909258187,0.8395993383601308,2015-2016,serie_a
1230,Fabio Quagliarella,32,2577,8,10.22780661098659,0,2.043142369017005,98,19,1,0,F S,"Sampdoria,Torino",7,9.466507779434323,10.876944847404957,1.8082844754680991,2015-2016,serie_a
1252,Stephan El Shaarawy,16,1214,8,6.186177458614111,2,1.128810577094555,46,12,0,0,F M S,Roma,8,6.186177458614111,9.401625249534844,3.0354225654155016,2015-2016,serie_a
1253,Edin Dzeko,31,1947,8,13.503998164087534,6,2.0184737564995885,83,22,4,1,F S,Roma,6,11.981400463730097,15.398144759237766,2.7227448765188456,2015-2016,serie_a
