id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,league
1209,Ciro Immobile,33,2706,29,21.299790805205703,9,6.810373587533832,110,37,3,1,F,Lazio,22,15.209521709010003,23.533577501773834,5.524158029817045,2017-2018,serie_a
1513,Mauro Icardi,34,2984,29,23.019863829016685,2,4.514054702594876,98,31,2,0,F,Inter,23,17.690772108733654,22.24777720309794,3.045393479987979,2017-2018,serie_a
1294,Paulo Dybala,33,2356,22,13.170291170477867,5,4.819444749504328,114,54,0,0,F M S,Juventus,19,9.36387748643756,15.791876073926687,6.677143616601825,2017-2018,serie_a
1230,Fabio Quagliarella,35,2747,19,18.391942845657468,6,6.64893586281687,111,37,4,0,F S,Sampdoria,12,12.301592234522104,17.737690817564726,2.568524429574609,2017-2018,serie_a
1384,Dries Mertens,38,3026,18,18.78953575529158,6,7.525529734790325,128,59,4,0,F S,Napoli,14,14.983041623607278,26.60215225443244,9.092544498853384,2017-2018,serie_a
1253,Edin Dzeko,36,3016,16,17.002702409401536,4,4.159454776905477,152,49,6,0,F S,Roma,16,17.002702409401536,23.339885734021664,5.367070994339883,2017-2018,serie_a
1293,Gonzalo Higuaín,35,2811,16,13.41172125376761,6,3.221684481948614,102,30,4,0,F S,Juventus,15,11.889123609289529,18.532189514487985,5.675434309989214,2017-2018,serie_a
1102,Giovanni Simeone,38,3027,14,14.101910013705492,4,2.7589878607541323,106,37,2,0,F S,Fiorentina,14,14.101910013705492,17.26248576119542,2.669278619810939,2017-2018,serie_a
1185,Iago Falque,37,2864,12,8.742745629511774,8,7.619547039270401,76,72,2,0,F M S,Torino,12,8.742745629511774,15.69060825370252,3.242932479828596,2017-2018,serie_a
1340,Roberto Inglese,34,2807,12,9.060246469452975,2,2.552058912348002,76,25,3,0,F S,Chievo,11,7.537648828700185,9.972622914239764,2.3164837323129177,2017-2018,serie_a
1543,Sergej Milinkovic-Savic,35,2856,12,6.583664762787521,3,6.250789202749729,91,51,8,0,M S,Lazio,12,6.583664762787521,18.66025647521019,11.146416518837214,2017-2018,serie_a
1903,Kevin Lasagna,29,2159,12,12.898388519883156,1,0.6069352943450212,72,11,1,0,F M S,Udinese,12,12.898388519883156,15.62803928554058,2.5372137520462275,2017-2018,serie_a
448,Ivan Perisic,37,3320,11,9.322531446814535,9,9.830475346185269,116,72,4,0,D F M,Inter,11,9.322531446814535,23.86037928238511,7.067653961479664,2017-2018,serie_a
1104,Leonardo Pavoletti,33,2728,11,11.58760891109705,0,1.844642630778253,86,23,8,0,F S,Cagliari,11,11.58760891109705,12.568768659606576,3.4487020233646035,2017-2018,serie_a
1148,Duván Zapata,31,2122,11,9.476617582142351,4,3.522916283458472,53,29,1,0,F S,Sampdoria,11,9.476617582142351,13.796350471675396,2.954405792057514,2017-2018,serie_a
1219,Luis Alberto,34,2688,11,7.415717927739024,14,10.925710506737232,80,87,5,0,F M S,Lazio,10,5.893120309337974,18.8960938025266,9.985808063298464,2017-2018,serie_a
1426,Josip Ilicic,31,2007,11,8.72023855894804,8,6.360477980226278,90,66,3,0,F M S,Atalanta,9,7.197680838406086,16.365924138575792,8.38331522513181,2017-2018,serie_a
6187,Mirco Antenucci,33,2572,11,7.72332430165261,7,3.763844744302333,67,34,1,0,F M S,SPAL 2013,6,3.916870188899338,8.134128438308835,2.8267045505344868,2017-2018,serie_a
1186,Andrea Belotti,32,2675,10,11.985758806578817,4,4.689371703192592,84,30,2,0,F S,Torino,10,10.463161091320217,14.239638701081276,5.4838701812550426,2017-2018,serie_a
1382,José Callejón,38,3269,10,10.09029108658433,10,7.834662108682096,64,73,3,0,F,Napoli,10,10.09029108658433,24.693220805376768,10.660415334627032,2017-2018,serie_a
1445,Simone Verdi,34,2843,10,7.739351354539394,10,6.251846229657531,93,50,2,0,F M,Bologna,8,6.216753762215376,12.129127901047468,4.437368204817176,2017-2018,serie_a
1473,Matteo Politano,36,2846,10,9.562784338369966,4,7.00825534760952,100,63,1,0,F M S,Sassuolo,10,8.040267119184136,14.31452121399343,3.616666680201888,2017-2018,serie_a
4918,Patrick Cutrone,28,1520,10,8.869436912238598,2,0.912525886669755,45,14,3,0,F S,AC Milan,10,8.869436912238598,9.733459740877151,2.394327605143189,2017-2018,serie_a
1168,Bryan Cristante,36,2855,9,8.436882622539997,2,5.040246037766337,78,48,3,0,M S,Atalanta,9,7.675583805888891,17.374360950663686,9.50773494504392,2017-2018,serie_a
1292,Sami Khedira,26,1939,9,3.983889784663916,2,1.3459430057555437,31,16,1,0,M S,Juventus,9,3.983889784663916,9.091633751988413,5.986899584531784,2017-2018,serie_a
677,Jordan Veretout,36,3218,8,5.311287161894143,1,3.4968444257974625,61,51,10,1,M,Fiorentina,6,3.0273907547816634,13.930087568238378,9.969803497195244,2017-2018,serie_a
1121,Giacomo Bonaventura,33,2571,8,4.053347580134869,3,3.0390357673168182,62,46,3,0,D M S,AC Milan,8,4.053347580134869,12.484028823673723,7.573820428922772,2017-2018,serie_a
1393,Lorenzo Insigne,37,3115,8,14.667035412043331,11,12.84046172350645,177,103,4,0,F S,Napoli,7,13.90573663637042,32.68386163562536,14.485567647963762,2017-2018,serie_a
3577,Cheick Diabaté,11,667,8,5.248426910489798,0,0.1243701335042715,19,2,0,1,F S,Benevento,8,5.248426910489798,4.67086873203516,0.3738011196255684,2017-2018,serie_a
716,Alberto Paloschi,36,2195,7,7.466750499792397,1,0.5694860741496086,26,11,2,0,F S,SPAL 2013,7,7.466750499792397,7.292040667496622,1.7207830986008048,2017-2018,serie_a
1147,Cyril Théréau,22,1307,7,6.481556757353246,4,2.564457828179002,34,23,2,0,F M S,"Fiorentina,Udinese",3,3.4363614162430167,9.786596091464162,4.543992891907692,2017-2018,serie_a
1252,Stephan El Shaarawy,33,2177,7,9.037973623722792,4,3.921549330465496,73,35,1,0,F M S,Roma,7,9.037973623722792,15.042537201195955,4.64676714502275,2017-2018,serie_a
1362,Simy,23,1199,7,4.235891286283732,1,0.5803115675225854,31,16,0,0,F S,Crotone,7,4.235891286283732,4.500431507825851,1.2238266142085197,2017-2018,serie_a
1369,Marcello Trotta,34,2277,7,7.254197013564408,4,1.928044214844704,65,26,2,0,F S,Crotone,5,4.970340487547219,8.420629671774805,3.019960839301348,2017-2018,serie_a
1381,Marek Hamsik,38,2421,7,6.991335054859519,1,3.261357601732016,86,49,2,0,M S,Napoli,7,6.991335054859519,19.921738281846046,12.153589747846128,2017-2018,serie_a
6162,Cengiz Ünder,26,1262,7,4.789271913468838,1,1.7753917761147022,46,21,0,0,F M S,Roma,7,4.789271913468838,7.1473657079041,1.5935433506965635,2017-2018,serie_a
6208,Antonin Barak,34,2721,7,3.250980795826763,4,3.5711861848831177,38,28,5,0,F M S,Udinese,7,3.250980795826763,10.19549459964037,5.137684337794781,2017-2018,serie_a
189,Hakan Calhanoglu,31,2179,6,5.179458333179355,8,7.270403755828738,86,71,4,1,F M S,AC Milan,6,5.179458333179355,15.279023475944996,6.795605609193444,2017-2018,serie_a
1129,Suso,35,2858,6,3.9281008513644338,7,7.768055494874716,94,78,2,1,D F M S,AC Milan,6,3.9281008513644338,17.367546573281288,8.421800605021417,2017-2018,serie_a
1136,Gianluca Lapadula,28,1473,6,9.748637441545725,1,0.8603676790371537,53,13,3,0,F M S,Genoa,3,6.703482154756784,7.895179083570838,1.0166433993726969,2017-2018,serie_a
1187,Adem Ljajic,27,2159,6,4.534488789737225,10,8.246930550783873,62,68,2,0,F M S,Torino,6,4.534488789737225,12.897631403058767,6.872217630967498,2017-2018,serie_a
1235,Ante Budimir,22,1585,6,5.669537592679262,0,1.3251925464719534,30,19,8,0,F S,Crotone,6,5.669537592679262,4.7915634997189045,0.2465763036161661,2017-2018,serie_a
1409,Nicolò Barella,34,2981,6,3.322279998566956,1,1.879782692529261,33,31,13,1,M,Cagliari,3,1.0383835188113153,7.957318536005914,5.6678457064554095,2017-2018,serie_a
1425,Nikola Kalinic,31,1814,6,7.73227927647531,3,2.540844104252756,49,36,3,0,F S,AC Milan,6,7.73227927647531,10.255893501453102,1.6017050370573995,2017-2018,serie_a
1433,Federico Chiesa,36,3031,6,6.785121304914355,5,6.277905306778848,110,58,7,0,D F M S,Fiorentina,6,6.785121304914355,18.16672668326646,8.445163888856769,2017-2018,serie_a
1434,Khouma Babacar,29,1162,6,7.095494304783642,2,2.363201543688774,49,14,1,0,F S,"Fiorentina,Sassuolo",3,4.811597813852131,6.402926693670452,1.43728207051754,2017-2018,serie_a
1491,Alejandro Gomez,33,2763,6,10.258713578805327,10,10.41890644095838,98,93,2,0,F M S,Atalanta,4,7.974817102774978,21.965169869363308,10.394730342552066,2017-2018,serie_a
1541,Stefan de Vrij,36,3053,6,2.6174124674871564,1,0.1992004578933119,14,5,3,0,D,Lazio,6,2.6174124674871564,9.501843771897256,8.785267237573862,2017-2018,serie_a
1580,Mattia Destro,26,1616,6,8.073410600423813,3,1.386946743354201,41,14,3,0,F S,Bologna,6,8.073410600423813,7.604836322367191,1.615690292790532,2017-2018,serie_a
1115,Goran Pandev,32,1830,5,5.177306738682091,1,3.615246399305761,43,31,4,1,F M S,Genoa,5,5.177306738682091,11.404106201604009,4.609097575768828,2017-2018,serie_a
1170,Gianluca Caprari,34,1790,5,8.333225145936012,2,3.549483146518469,68,36,4,1,F M S,Sampdoria,5,8.333225145936012,13.47790927067399,3.137258043512702,2017-2018,serie_a
1183,Marco Benassi,35,2816,5,3.9124217741191374,2,3.673225646838546,70,41,6,0,D M,Fiorentina,5,3.9124217741191374,11.30705893598497,5.070169193670154,2017-2018,serie_a
