id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season
318,Pierre-Emerick Aubameyang,32,2785,31,31.144996110349894,2,4.50156007707119,116,26,3,0,F S,Borussia Dortmund,29,28.11388934031129,32.58653540536761,3.351819842122495,bundesliga,2016-2017
227,Robert Lewandowski,33,2781,30,30.09775198251009,5,5.550539489835501,143,30,5,0,F S,Bayern Munich,25,26.309111513197426,33.58735306560993,7.891287753358483,bundesliga,2016-2017
137,Anthony Modeste,34,2983,25,20.45860083773732,2,1.8527982458472247,101,19,3,0,F,FC Cologne,22,17.427737165242434,18.94513826817274,4.138791078701615,bundesliga,2016-2017
65,Timo Werner,31,2450,21,14.531011786311865,5,3.4634905802086,74,31,4,0,F S,RasenBallsport Leipzig,19,13.01545849069953,18.19452110677957,4.127599211409688,bundesliga,2016-2017
3887,Mario Gomez,33,2858,16,17.495152726769447,1,3.458988137543201,84,38,4,0,F S,Wolfsburg,14,15.979599356651306,19.86986444145441,4.098862585611641,bundesliga,2016-2017
155,Max Kruse,23,2049,15,8.495123472064734,7,5.525233019143343,41,49,1,0,F M,Werder Bremen,11,5.46401672065258,14.926254365593197,5.63700351677835,bundesliga,2016-2017
956,Andrej Kramaric,34,2384,15,14.232862723991277,8,6.277613086625934,99,35,1,0,F M S,Hoffenheim,10,10.444140685722232,17.646828362718225,3.718129873275757,bundesliga,2016-2017
392,Arjen Robben,26,1829,13,6.103044223040342,9,6.790970254689455,83,49,0,0,F M S,Bayern Munich,13,6.103044223040342,18.69633388519287,8.54413791000843,bundesliga,2016-2017
29,Vedad Ibisevic,32,2732,12,13.618101611733437,4,1.848171222023666,72,19,7,1,F,Hertha Berlin,9,11.344851978123188,14.97212290018797,3.9868023861199617,bundesliga,2016-2017
11,Sandro Wagner,31,2608,11,12.228013183921576,2,2.0659262612462044,66,17,3,1,F S,Hoffenheim,11,12.228013183921576,13.06885527819395,3.6682800287380815,bundesliga,2016-2017
191,Chicharito,26,1812,11,11.772488169372082,3,2.6523315142840147,52,22,1,0,F S,Bayer Leverkusen,11,10.257177852094172,13.062140677124262,4.198421405628324,bundesliga,2016-2017
208,Lars Stindl,30,2597,11,9.092252019792795,3,2.969691221602261,68,38,8,0,F M S,Borussia M.Gladbach,11,8.334475342184305,17.72291485965252,8.220783350989223,bundesliga,2016-2017
306,Florian Niederlechner,34,2440,11,10.818595306016505,2,1.7293069204315543,78,17,4,0,F S,Freiburg,8,8.545265183784068,10.007857725024223,1.3486022762954235,bundesliga,2016-2017
993,Serge Gnabry,27,1969,11,5.709119418635964,1,3.1456727264449,62,31,1,0,F M S,Werder Bremen,10,4.9513427233323455,8.574021040461957,2.079708950594068,bundesliga,2016-2017
4248,Nils Petersen,33,1211,10,9.998766984790564,4,1.321955282241106,51,16,0,0,F S,Freiburg,8,7.725436864420772,7.989750452339649,0.8738951534032822,bundesliga,2016-2017
4247,Maximilian Philipp,25,1944,9,5.965804253704846,2,2.933576488867402,53,26,5,0,F M S,Freiburg,9,5.208027516491711,6.284458667971194,1.6769975647330284,bundesliga,2016-2017
5302,Guido Burgstaller,18,1478,9,8.201669462025166,2,2.4339072294533253,45,18,1,0,F S,Schalke 04,9,7.443892814218998,9.644287303090096,1.5737707521766424,bundesliga,2016-2017
115,Fin Bartels,31,2222,8,5.965188305824995,7,5.663378154858947,42,41,4,0,F M S,Werder Bremen,8,5.965188305824995,14.590473236516118,4.144712106324732,bundesliga,2016-2017
360,Ádám Szalai,22,763,8,4.074524991214275,1,1.2158626578748226,18,16,2,0,F M S,Hoffenheim,8,4.074524991214275,6.009512724354863,2.1395376175642014,bundesliga,2016-2017
5247,Naby Keita,31,2418,8,4.81089835613966,7,5.058186713606119,43,40,8,0,M S,RasenBallsport Leipzig,8,4.81089835613966,15.840577136725187,8.005771182477474,bundesliga,2016-2017
5248,Marcel Sabitzer,32,2604,8,9.127260168083012,4,4.050317391753197,79,35,3,0,F M S,RasenBallsport Leipzig,8,9.127260168083012,19.47974051348865,9.02825772203505,bundesliga,2016-2017
5249,Emil Forsberg,30,2353,8,6.100952096283436,19,12.024993494153025,49,94,1,1,F M S,RasenBallsport Leipzig,7,4.585398696362972,17.394186042249203,6.364960078150034,bundesliga,2016-2017
26,Salomon Kalou,26,2008,7,5.878905152902007,4,4.417145757004619,38,24,1,0,F M S,Hertha Berlin,6,5.121128482744098,8.60097735375166,1.5261639654636383,bundesliga,2016-2017
45,Yunus Malli,32,2561,7,8.012632011435926,7,5.9776367247104645,60,51,1,0,F M S,"Mainz 05,Wolfsburg",4,5.739301911555231,11.998621888458729,4.981962596997619,bundesliga,2016-2017
88,Mark Uth,22,1146,7,4.159343380481005,3,2.228369271382689,39,21,4,0,F M S,Hoffenheim,7,4.159343380481005,6.442318215966225,1.0243130549788475,bundesliga,2016-2017
