league,season,player_id,player_name,team_title,position,games,time,goals,assists,xG,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
bundesliga,2019-2020,267,Philipp Max,Augsburg,D M,31,2722,8,6,3.457352527882904,5.473947056569159,36,59,5,0,7,2.699575850274414,10.657614519353956,5.777446266263723
bundesliga,2019-2020,488,Philippe Coutinho,Bayern Munich,M S,23,1420,8,6,9.068953488022087,4.277329549193382,58,30,0,0,7,8.311176840215921,19.347122699022293,8.967301046475768
bundesliga,2019-2020,2668,Martin Hinteregger,Eintracht Frankfurt,D S,31,2721,8,1,4.82720017246902,1.4694780698046088,45,7,8,0,8,4.82720017246902,8.395308813545853,7.302128130570054
bundesliga,2019-2020,3455,Raphael Guerreiro,Borussia Dortmund,D M S,29,2343,8,2,5.235048946924508,3.176344770938158,40,38,3,0,8,5.235048946924508,17.547670137137175,13.018498664721848
bundesliga,2019-2020,5356,Breel Embolo,Borussia M.Gladbach,F M S,28,1544,8,5,9.812688518315554,4.30403595417738,46,21,4,0,8,9.05491178110242,15.36186794936657,5.057913575321436
bundesliga,2019-2020,6475,Lucas Höler,Freiburg,F M S,34,2502,8,2,9.118671707808971,2.4033966585993767,52,31,4,0,8,8.360975474119186,11.835267437621953,3.1390281300991774
bundesliga,2019-2020,6523,Milot Rashica,Werder Bremen,F M S,28,2295,8,5,6.465044393204153,2.692780591547489,73,40,2,0,6,4.191794767044485,8.43176263011992,4.147259710356593
bundesliga,2019-2020,29,Vedad Ibisevic,Hertha Berlin,F S,25,1270,7,2,6.342342298477888,2.823032647371292,28,12,4,0,6,5.584646042436361,9.175636386498809,1.5728450492024422
bundesliga,2019-2020,213,Thorgan Hazard,Borussia Dortmund,F M S,33,2405,7,13,5.939615122973919,7.814632061868906,50,57,3,0,7,5.939615122973919,22.70295472443104,11.461066249758003
bundesliga,2019-2020,294,Gian-Luca Waldschmidt,Freiburg,F S,23,1273,7,1,5.223066927865148,1.6328163295984268,43,12,3,0,4,2.949817294254899,6.183821469545364,2.1079123578965664
bundesliga,2019-2020,307,Suat Serdar,Schalke 04,M S,20,1609,7,0,3.162161473184824,0.9130657464265824,36,11,2,0,7,3.162161473184824,6.011643679812551,2.283893970772624
bundesliga,2019-2020,5706,Dodi Lukebakio,Hertha Berlin,F M S,30,2050,7,6,7.522365925833583,5.295981457456946,40,36,2,0,7,7.522365925833583,14.563429296016691,4.883580891415477
bundesliga,2019-2020,6045,Davy Klaassen,Werder Bremen,M,33,2946,7,5,7.190979078412056,3.006314024329185,45,40,7,0,6,4.917729499749839,12.365772807970645,5.732599725015461
bundesliga,2019-2020,6338,Lucas Alario,Bayer Leverkusen,F S,24,1156,7,1,7.565859571099281,1.5347136855125427,49,13,6,0,6,6.808082893490791,8.949969671666622,1.9757703822106123
bundesliga,2019-2020,7051,Gonçalo Paciência,Eintracht Frankfurt,F S,23,1274,7,3,7.399677092209458,3.38451037555933,51,22,4,0,6,6.64198082126677,9.740154029801488,1.3569462653249502
bundesliga,2019-2020,7422,Christoph Baumgartner,Hoffenheim,F M S,26,1499,7,2,9.307567151263356,2.262524342164397,56,18,3,0,7,9.307567151263356,11.33694102987647,1.6164425080642104
bundesliga,2019-2020,7879,Marius Bülter,Union Berlin,D F M S,32,2357,7,1,3.441750871948898,3.824791594408453,41,26,1,0,7,3.441750871948898,7.67350765503943,1.8091042134910824
bundesliga,2019-2020,98,Kenan Karaman,Fortuna Duesseldorf,F M S,20,1367,6,1,4.224241357296705,1.874259011819959,32,21,4,0,6,4.224241357296705,5.586067605763674,0.5021214839071035
bundesliga,2019-2020,335,Leon Goretzka,Bayern Munich,M S,24,1521,6,5,5.848046842962503,3.0933351814746857,40,20,2,0,6,5.848046842962503,18.59417151287198,12.21879992634058
bundesliga,2019-2020,420,Patrick Herrmann,Borussia M.Gladbach,F M S,27,1454,6,6,6.845347516238689,4.826205909252167,40,27,4,0,6,6.845347516238689,14.83645474910736,4.426283378154039
bundesliga,2019-2020,2676,Erik Thommy,Fortuna Duesseldorf,D F M S,34,2264,6,4,3.993779149837792,4.896441904827952,61,38,3,0,6,3.993779149837792,11.120153980329633,4.909933711402118
bundesliga,2019-2020,5717,Amine Harit,Schalke 04,F M S,25,2117,6,4,3.0724210031330585,3.3410071469843388,29,44,3,0,5,2.314644325524569,9.37525426223874,4.974154103547335
bundesliga,2019-2020,6271,Ihlas Bebou,Hoffenheim,F M S,32,2085,6,1,4.25261614471674,2.92891736375168,35,31,1,0,6,4.25261614471674,9.961641021538526,3.805832017213106
bundesliga,2019-2020,6484,Renato Steffen,Wolfsburg,D F M S,27,1600,6,3,4.3634232534095645,2.7849962189793587,29,25,6,0,6,4.3634232534095645,9.012081660330296,2.555260597728193
bundesliga,2019-2020,7791,Sebastiaan Bornauw,FC Cologne,D,28,2450,6,0,3.2004014886915684,0.544653095304966,18,6,5,1,6,3.2004014886915684,4.570567051880062,4.221158082596958
bundesliga,2019-2020,7810,Ruben Vargas,Augsburg,M S,33,2549,6,1,6.761658436618745,3.8499158453196287,60,23,8,0,6,6.761658436618745,13.098138296976686,4.665672497823834
bundesliga,2019-2020,81,Jonathan Schmid,Freiburg,D M S,33,2840,5,1,2.9971066312864423,2.660894731990993,43,27,1,0,5,2.9971066312864423,6.390374768525362,3.28872464876622
bundesliga,2019-2020,88,Mark Uth,"FC Cologne,Schalke 04",F M S,23,1534,5,5,7.829698741436005,4.841096686199307,51,33,5,0,4,5.556449078023434,10.108666226267816,4.251544073224068
bundesliga,2019-2020,320,Jonas Hofmann,Borussia M.Gladbach,M S,24,1638,5,3,4.097970822826028,2.985699065029621,23,34,3,0,5,4.097970822826028,13.32312984764576,8.32406347990036
bundesliga,2019-2020,359,Timothy Chandler,Eintracht Frankfurt,D M S,22,1202,5,1,1.8203657902777195,1.428709950298071,20,12,4,0,5,1.8203657902777195,5.012314246967435,2.593316756188869
bundesliga,2019-2020,2380,Paco Alcácer,Borussia Dortmund,F S,11,527,5,1,4.215948070399463,0.942258596420288,16,5,0,0,5,4.215948070399463,5.379417355172336,0.5692675039172173
bundesliga,2019-2020,3300,Christopher Nkunku,RasenBallsport Leipzig,D F M S,32,1918,5,13,8.3008664380759,9.998640965670347,52,73,2,0,5,8.3008664380759,21.6075814254582,8.681431785225868
bundesliga,2019-2020,3349,Ramy Bensebaini,Borussia M.Gladbach,D S,19,1450,5,3,3.931145064532757,2.621152006089688,23,12,6,1,3,2.415672082453966,8.486125532537699,5.592464564368129
bundesliga,2019-2020,3363,Benjamin Pavard,Bayern Munich,D S,32,2788,5,4,1.8872705027461048,3.5035460870713,24,19,5,0,5,1.8872705027461048,20.339688055217263,19.160937674343582
bundesliga,2019-2020,5197,Achraf Hakimi,Borussia Dortmund,D M S,33,2709,5,10,5.067438538186252,5.510968087241054,38,36,5,0,5,5.067438538186252,24.14437918178737,16.293884763494134
bundesliga,2019-2020,5221,Leon Bailey,Bayer Leverkusen,D F M S,22,1098,5,3,4.441667875275016,2.539416640996933,29,21,0,2,5,4.441667875275016,7.952265860512853,2.3085094103589654
bundesliga,2019-2020,5231,Florian Kainz,FC Cologne,M S,28,1564,5,6,4.311721186153591,6.800015673041344,41,46,5,0,4,3.5539445085451007,10.07468905672431,3.8160299072042094
bundesliga,2019-2020,5249,Emil Forsberg,RasenBallsport Leipzig,M S,22,1147,5,2,3.511454777792096,2.6887233601883054,26,27,1,0,3,1.995901422575116,8.254329825751483,4.600940121337771
bundesliga,2019-2020,5250,Yussuf Poulsen,RasenBallsport Leipzig,F S,22,1218,5,6,6.612248392775655,2.2428674269467592,33,18,2,0,5,6.612248392775655,12.96423082984984,5.633869027718902
bundesliga,2019-2020,6556,Moussa Diaby,Bayer Leverkusen,F M S,28,1761,5,5,4.790141206700355,6.149265520274639,41,35,3,0,5,4.790141206700355,14.220618357416242,4.192383485846221
bundesliga,2019-2020,7080,Matheus Cunha,"Hertha Berlin,RasenBallsport Leipzig",F M S,21,1011,5,1,5.392021734267473,1.523841144517064,51,12,3,0,5,5.392021734267473,8.433443687856197,2.676186006516218
bundesliga,2019-2020,7799,Sven Michel,Paderborn,F S,29,1358,5,1,5.6998072331771255,1.6490984354168177,42,20,7,0,5,5.6998072331771255,8.141385363880545,2.485199473798275
bundesliga,2019-2020,7800,Streli Mamba,Paderborn,F S,24,1537,5,2,4.574286608025432,0.8766114879399538,23,10,5,0,5,4.574286608025432,7.315115205943584,1.8642170745879407
bundesliga,2019-2020,7822,Dennis Srbeny,Paderborn,F M S,17,1135,5,1,2.264599209651351,0.6661130953580141,28,7,2,0,5,2.264599209651351,3.277707250788808,0.5409079790115356
bundesliga,2019-2020,7883,Marcus Ingvartsen,Union Berlin,F M S,28,1728,5,2,3.8138742884621024,1.2972752321511507,45,10,4,0,4,3.056178032420576,4.890205637551844,1.340267727151513
bundesliga,2019-2020,7900,Sargis Adamyan,Hoffenheim,F M S,15,739,5,1,5.757604792714119,0.7083777282387018,21,6,1,0,5,5.757604792714119,5.66900672763586,0.5078851468861103
bundesliga,2019-2020,64,Filip Kostic,Eintracht Frankfurt,D M,33,2962,4,11,5.679941590875387,11.789905115962029,88,78,4,0,4,5.679941590875387,20.711039546877146,11.335508964024484
bundesliga,2019-2020,118,Levin Öztunali,Mainz 05,F M S,27,1780,4,3,2.5017958357930183,2.943621603772044,35,26,1,0,4,2.5017958357930183,7.713055996224284,3.50068065430969
bundesliga,2019-2020,131,Jonas Hector,FC Cologne,D M S,29,2436,4,2,1.9151027603074908,3.2065394669771194,30,26,9,0,4,1.9151027603074908,6.54723459854722,4.253237467259169
bundesliga,2019-2020,137,Anthony Modeste,FC Cologne,F M S,27,1118,4,1,3.5140935331583023,0.6630940474569798,35,3,1,0,4,3.5140935331583023,4.317864991724491,0.3718684464693069
bundesliga,2019-2020,153,Maximilian Arnold,Wolfsburg,M S,33,2832,4,8,2.464234885759652,6.820206001400948,63,70,8,0,4,2.464234885759652,11.730276169255376,8.442995486781001
bundesliga,2019-2020,186,Karim Bellarabi,Bayer Leverkusen,D F M S,26,1437,4,6,6.826337996870279,5.370479218661785,55,27,2,0,4,6.826337996870279,14.961602134630084,5.217333305627108
bundesliga,2019-2020,226,Kingsley Coman,Bayern Munich,F M S,24,1507,4,3,5.285090450197458,5.059591582044959,37,32,2,0,4,5.285090450197458,16.03074311465025,7.476634129881859
bundesliga,2019-2020,262,Leonardo Bittencourt,"Hoffenheim,Werder Bremen",D F M S,29,1913,4,2,2.667939715087414,1.8783597145229576,43,32,7,0,4,2.667939715087414,6.091322205960751,2.427910686470568
bundesliga,2019-2020,448,Ivan Perisic,Bayern Munich,F M S,22,1197,4,3,4.253871977329254,3.377853699028492,40,21,1,0,4,4.253871977329254,13.400896564126016,7.338584299199283
bundesliga,2019-2020,1669,Marko Grujic,Hertha Berlin,M,29,2432,4,1,4.7793934578076005,0.6264093481004238,36,11,9,0,4,4.7793934578076005,11.4639204852283,8.207561526447535
bundesliga,2019-2020,2631,Karim Onisiwo,Mainz 05,F M S,32,1728,4,6,4.738797701895237,3.7333422396332026,41,31,3,0,4,4.738797701895237,9.808765534311531,2.011384787969291
bundesliga,2019-2020,3059,Axel Witsel,Borussia Dortmund,M S,28,2240,4,5,2.623824265785516,3.982813600450754,31,15,4,0,4,2.623824265785516,13.796579726040363,9.6489713890478
bundesliga,2019-2020,4468,Dedryck Boyata,Hertha Berlin,D,28,2442,4,1,2.018170651048422,0.851418673992157,16,2,8,1,4,2.018170651048422,6.2454589661210775,6.218247538432479
bundesliga,2019-2020,5266,Vincenzo Grifo,"Freiburg,Hoffenheim",F M S,27,1640,4,8,3.1918968856334686,6.503948660567403,49,41,1,1,3,2.434200596064329,8.498558463528752,3.618953527882695
bundesliga,2019-2020,6098,Niclas Füllkrug,Werder Bremen,F S,8,396,4,1,1.3923614099621773,0.5759852416813374,17,3,2,0,4,1.3923614099621773,2.416127720847726,0.8768587838858366
bundesliga,2019-2020,6296,Abdelhamid Sabiri,Paderborn,M S,24,1028,4,1,3.4688776955008507,0.2327509671449661,43,7,6,0,3,2.7111009880900383,1.6447699014097452,0.885899268090725
bundesliga,2019-2020,6357,Marco Richter,Augsburg,M S,31,2304,4,3,4.513179241679609,1.92720805760473,64,21,2,0,4,4.513179241679609,10.422671936452389,4.622381135821343
bundesliga,2019-2020,6542,Jürgen Locadia,Hoffenheim,F S,11,522,4,0,3.327433470636606,0.0540769677609205,20,3,1,0,3,2.569656763225794,3.286197878420353,1.0857106652110815
bundesliga,2019-2020,7059,Benito Raman,Schalke 04,F M S,25,1627,4,3,4.217386426404119,1.8976701442152264,34,15,2,0,4,4.217386426404119,6.409007342532277,0.4823284782469272
bundesliga,2019-2020,7065,Florian Neuhaus,Borussia M.Gladbach,M S,30,2356,4,2,6.46036116220057,3.1475250497460365,57,30,6,0,4,6.46036116220057,20.55045215785504,12.684583330526948
bundesliga,2019-2020,7073,Pierre Kunde,Mainz 05,M S,28,1884,4,0,2.321882678195834,1.349269550293684,39,10,6,0,4,2.321882678195834,6.433664656244218,3.742381319403648
bundesliga,2019-2020,7090,Krzysztof Piatek,Hertha Berlin,F M S,15,904,4,1,4.913371294736862,2.025639980100096,25,11,2,0,2,3.397817879915237,5.101695375517011,1.338389711454511
bundesliga,2019-2020,7107,Jean-Paul Boëtius,Mainz 05,F M S,28,2272,4,5,3.6848212722688913,2.9675981467589736,36,36,5,0,4,3.6848212722688913,10.24495805054903,4.831556260585785
bundesliga,2019-2020,7122,Javairo Dilrosun,Hertha Berlin,F M S,23,1313,4,2,2.077085305005312,1.6490802243351936,19,12,2,0,4,2.077085305005312,5.500560315325856,2.5522776171565056
bundesliga,2019-2020,7295,Joshua Sargent,Werder Bremen,F M S,28,1412,4,2,3.967420572414994,1.4239924866706133,30,11,2,0,4,3.967420572414994,5.668662944808602,1.0664112716913223
bundesliga,2019-2020,7867,Robert Skov,Hoffenheim,D F M S,31,2620,4,7,5.243510892614722,7.450082700699568,62,55,4,0,4,5.243510892614722,11.26699709519744,4.361551932990551
bundesliga,2019-2020,8044,Joshua Zirkzee,Bayern Munich,F S,9,288,4,0,2.658632777631283,0.0227042958140373,11,1,0,0,4,2.658632777631283,3.870528198778629,1.6296750754117966
bundesliga,2019-2020,8140,Munas Dabbur,Hoffenheim,F M S,14,786,4,0,3.943397261202336,0.921116165816784,24,8,4,0,4,3.943397261202336,4.588885955512524,1.3231289219111204
bundesliga,2019-2020,27,Vladimir Darida,Hertha Berlin,M S,28,2267,3,4,3.077017841860652,4.5100030563771725,43,49,6,1,3,3.077017841860652,12.354210041463377,6.04590866714716
bundesliga,2019-2020,60,Christian Gentner,Union Berlin,M S,31,2463,3,2,2.831843380816281,2.142686352133751,35,27,4,0,3,2.831843380816281,8.817594246938825,5.069120820611715
bundesliga,2019-2020,119,Anthony Ujah,Union Berlin,F M S,24,948,3,2,2.2106565311551094,1.145142302848399,19,10,0,0,3,2.2106565311551094,3.2088669454678893,0.2517924988642335
bundesliga,2019-2020,223,Joshua Kimmich,Bayern Munich,D M S,33,2827,3,8,1.0296558737754822,8.446620444767177,25,77,7,0,3,1.0296558737754822,30.93662699311972,28.05885174125433
bundesliga,2019-2020,228,Sebastian Rode,Eintracht Frankfurt,M S,29,1970,3,3,0.9580101016908884,1.590735437348485,13,23,6,0,3,0.9580101016908884,7.127662995364517,5.727526122238487
bundesliga,2019-2020,229,Thiago Alcántara,Bayern Munich,M S,24,1773,3,0,2.582845034077764,1.0969485584646463,18,20,7,0,3,2.582845034077764,19.607242949306965,16.87200704962015
bundesliga,2019-2020,261,Julian Brandt,Borussia Dortmund,F M S,33,2222,3,7,3.649040646851063,5.632640138268471,34,39,0,0,3,3.649040646851063,22.38594406098128,14.676885027438402
bundesliga,2019-2020,422,Mario Götze,Borussia Dortmund,F S,15,513,3,0,2.171623162925244,1.4714083448052406,8,11,0,0,2,1.4140894934535029,3.1542521975934505,1.177815068513155
bundesliga,2019-2020,426,Daniel Ginczek,Wolfsburg,F S,18,781,3,1,3.851689076051116,1.6783334538340569,24,9,2,0,3,3.851689076051116,4.848445041105151,0.594645656645298
bundesliga,2019-2020,983,Kevin Mbabu,Wolfsburg,D S,20,1694,3,1,1.8817790690809488,2.599289752542973,11,16,4,0,3,1.8817790690809488,4.8835627399384975,4.037628258578479
bundesliga,2019-2020,2655,Alfred Finnbogason,Augsburg,F S,21,951,3,1,5.906309245154262,2.661672388203442,18,19,1,0,2,5.148532567545772,6.308933445252478,2.0408268198370934
bundesliga,2019-2020,5254,Marcel Halstenberg,RasenBallsport Leipzig,D S,29,2526,3,3,2.4438078170642257,4.261248210445046,31,36,4,1,3,2.4438078170642257,13.555161386728289,11.85619691759348
bundesliga,2019-2020,5353,Josip Brekalo,Wolfsburg,F M S,30,1671,3,4,3.577874501235783,5.028641683980823,42,48,0,0,3,3.577874501235783,10.957339857704936,4.1197422333061695
bundesliga,2019-2020,5358,Lukas Klostermann,RasenBallsport Leipzig,D M,31,2655,3,1,3.48921306617558,3.3518055705353618,12,16,1,0,3,3.48921306617558,13.82010542601347,10.806204656139016
bundesliga,2019-2020,5360,Weston McKennie,Schalke 04,D M S,28,2075,3,0,2.4019280578941107,2.8748295921832323,32,19,8,0,3,2.4019280578941107,5.271044421941042,2.9065087102353573
bundesliga,2019-2020,5659,Nordi Mukiele,RasenBallsport Leipzig,D M S,25,1795,3,1,2.805176912806928,1.5565820168703794,22,14,1,0,3,2.805176912806928,10.044187754392624,7.228610852733254
bundesliga,2019-2020,5735,Jean-Philippe Mateta,Mainz 05,F S,18,1062,3,1,5.566840533167124,1.2826551664620638,35,6,0,1,2,4.809063833206892,6.353750616312027,1.861993033438921
bundesliga,2019-2020,6090,Simon Terodde,FC Cologne,F M S,23,779,3,1,6.09084938839078,0.9462501592934132,35,8,4,0,3,6.09084938839078,5.4397741705179214,1.0870290398597715
bundesliga,2019-2020,7067,Paulinho,Bayer Leverkusen,M S,13,280,3,2,2.2562496289610863,1.2294711619615557,9,7,1,0,3,2.2562496289610863,4.513619489967823,2.2202571760863066
bundesliga,2019-2020,7309,Ahmed Kutucu,Schalke 04,F S,25,636,3,2,1.7219039173796773,0.3196637853980064,16,6,2,0,3,1.7219039173796773,3.060826633125544,1.1334402561187744
bundesliga,2019-2020,7345,Alphonso Davies,Bayern Munich,D S,29,2228,3,5,2.369361277669668,4.259582689963281,12,36,2,1,3,2.369361277669668,25.40025256574154,21.06695681065321
bundesliga,2019-2020,7376,Ozan Kabak,Schalke 04,D S,26,1769,3,1,1.6838476043194532,0.3034066632390022,11,3,4,0,3,1.6838476043194532,1.5340201128274202,1.4437375832349062
bundesliga,2019-2020,7789,Dominick Drexler,FC Cologne,M S,27,1575,3,4,2.060725071467459,3.4972542887553573,19,27,5,0,3,2.060725071467459,6.589066304266453,3.011401254683733
bundesliga,2019-2020,7802,Ben Zolinski,Paderborn,F M S,28,1211,3,2,3.061159046366811,1.253087209537625,19,14,3,0,3,3.061159046366811,5.438082993961871,2.0343091916292906
bundesliga,2019-2020,8292,Dani Olmo,RasenBallsport Leipzig,F M S,12,767,3,1,1.9231842383742328,1.2144705690443516,21,9,1,0,3,1.9231842383742328,5.222254779189825,2.7866643965244293
bundesliga,2019-2020,38,Daniel Brosinski,Mainz 05,D S,26,1694,2,4,2.149533201009035,5.685841574333608,23,55,3,0,1,1.391756501048803,6.431300456635654,2.965051928535104
bundesliga,2019-2020,42,Julian Baumgartlinger,Bayer Leverkusen,M S,27,1798,2,2,2.151399645023048,1.7409698856063187,17,17,4,0,2,2.151399645023048,9.86036016792059,7.853218065574765
bundesliga,2019-2020,74,Pavel Kaderábek,Hoffenheim,D M S,30,2477,2,7,3.0404308158904314,4.747434744611383,27,39,2,0,2,3.0404308158904314,9.32081020437181,5.046487608924508
bundesliga,2019-2020,84,Ermin Bicakcic,Hoffenheim,D S,21,1175,2,0,0.4059424474835396,0.0819765646010637,7,2,0,0,2,0.4059424474835396,3.270017420873046,3.1432423647493124
bundesliga,2019-2020,96,Salif Sané,Schalke 04,D M S,15,1123,2,1,0.7684321887791157,0.918484628200531,9,2,4,0,2,0.7684321887791157,2.4753842875361443,1.921080740168691
bundesliga,2019-2020,110,Theodor Gebre Selassie,Werder Bremen,D M,28,2429,2,2,0.7418119702488184,1.1291310722008348,12,18,2,0,2,0.7418119702488184,6.0188018176704645,4.593587044626474
bundesliga,2019-2020,140,Yannick Gerhardt,Wolfsburg,M S,18,800,2,0,2.1305192727595568,0.1140053290873766,11,6,1,0,2,2.1305192727595568,3.926470453850925,2.2128909789025784
bundesliga,2019-2020,157,Daniel Caligiuri,Schalke 04,D F M S,28,2306,2,2,2.9251192258670926,2.979582564905286,44,38,5,0,1,2.167342533357441,4.575942447409034,2.034444509074092
bundesliga,2019-2020,188,Kevin Kampl,RasenBallsport Leipzig,M S,11,677,2,2,0.2825135504826903,2.754296720027924,5,10,1,0,2,0.2825135504826903,8.29010347276926,6.8479791432619095
bundesliga,2019-2020,194,Admir Mehmedi,Wolfsburg,F M S,21,1206,2,2,1.5366617292165756,2.1668259520083666,22,19,0,0,2,1.5366617292165756,6.112824033945799,3.069344115443528
bundesliga,2019-2020,206,Oscar Wendt,Borussia M.Gladbach,D M S,25,1674,2,2,1.1303725391626358,2.603337751701474,9,22,3,0,2,1.1303725391626358,6.402502367272973,4.223987461999059
bundesliga,2019-2020,254,Steven Zuber,Hoffenheim,D M S,14,758,2,0,1.4756819596514106,0.2297161035239696,10,4,1,0,2,0.7179052820429206,1.4189788848161695,0.6326817255467176
bundesliga,2019-2020,283,David Abraham,Eintracht Frankfurt,D S,20,1692,2,0,1.3006394505500791,0.1032257592305541,7,2,2,1,2,1.3006394505500791,4.943658394739032,4.42928362172097
bundesliga,2019-2020,311,Sven Bender,Bayer Leverkusen,D,33,2728,2,1,1.7732587270438671,0.1790350656956434,18,3,3,0,2,1.7732587270438671,10.70714981481433,10.542794656008482
bundesliga,2019-2020,347,Kaan Ayhan,Fortuna Duesseldorf,D,31,2734,2,3,2.3608988812193274,2.4161008037626743,29,19,10,0,2,2.3608988812193274,5.233537400141358,4.53586296364665
bundesliga,2019-2020,370,Marvin Friedrich,Union Berlin,D,31,2790,2,0,1.881706332787872,0.0492770634591579,28,2,9,1,2,1.881706332787872,2.4613863732665777,2.4167100451886654
bundesliga,2019-2020,417,Tin Jedvaj,Augsburg,D M S,31,2641,2,0,1.439860819838941,0.181465083733201,14,7,6,0,2,1.439860819838941,2.322282456792891,2.139321315102279
bundesliga,2019-2020,421,Lars Bender,Bayer Leverkusen,D M S,18,1377,2,1,0.7787648010998964,1.3037349805235865,14,18,3,0,2,0.7787648010998964,6.17320092394948,4.990368507802486
bundesliga,2019-2020,436,Andre Hoffmann,Fortuna Duesseldorf,D S,29,2438,2,1,1.200008725747466,0.565630316734314,14,2,7,0,2,1.200008725747466,2.4919166266918182,2.209106843918562
bundesliga,2019-2020,604,Emre Can,Borussia Dortmund,D M S,12,956,2,0,1.1367311915382745,0.3038212209939956,16,3,5,0,2,1.1367311915382745,5.290363881736994,4.678495321422815
bundesliga,2019-2020,1084,Jonjoe Kenny,Schalke 04,D,31,2732,2,3,1.1650710506364703,1.1544621596112847,12,15,5,0,2,1.1650710506364703,5.362750198692083,4.135392604395747
bundesliga,2019-2020,1277,Roland Sallai,Freiburg,F M S,21,1170,2,0,3.173120616003871,0.9154966473579408,34,12,2,0,2,3.173120616003871,4.277528237551451,1.7039513187482953
bundesliga,2019-2020,4243,Christian Günter,Freiburg,D M,34,3036,2,8,1.2055699964985251,8.441035274416208,32,80,2,0,2,1.2055699964985251,9.718329208903016,5.429019453935325
bundesliga,2019-2020,4271,Janik Haberer,Freiburg,D F M S,26,1725,2,2,0.6445359559729695,1.532255630940199,13,18,3,1,2,0.6445359559729695,6.214110381901264,4.896371090784669
bundesliga,2019-2020,5242,Stefan Ilsanker,"Eintracht Frankfurt,RasenBallsport Leipzig",D M S,18,1250,2,1,2.024255766533315,0.7581015676259995,12,7,6,0,2,2.024255766533315,3.98123512044549,3.7887971736490726
bundesliga,2019-2020,5625,Kwon Chang-Hoon,Freiburg,F M S,23,656,2,0,2.065084821544588,1.1701442897319794,15,13,0,0,2,2.065084821544588,4.472674518823624,1.797187864780426
bundesliga,2019-2020,6096,Sergio Córdova,Augsburg,F S,16,354,2,1,1.1473228856921196,0.8858915716409683,5,4,0,0,2,1.1473228856921196,2.110411942005157,0.0771974697709083
bundesliga,2019-2020,6109,Konrad Laimer,RasenBallsport Leipzig,D M S,29,2133,2,6,0.8008553870022297,2.372456084936857,10,14,6,1,2,0.8008553870022297,11.60296574793756,9.921734420582652
bundesliga,2019-2020,6145,Daichi Kamada,Eintracht Frankfurt,F M S,28,1970,2,4,6.370815800502896,3.5106155541725457,46,38,5,0,2,6.370815800502896,13.206486754119396,5.602587919682264
bundesliga,2019-2020,6147,Denis Zakaria,Borussia M.Gladbach,D M S,23,1945,2,2,2.5702292136847973,1.477413073182106,23,11,7,0,2,2.5702292136847973,10.452860079705715,7.161061711609364
bundesliga,2019-2020,7043,Eduard Löwen,"Augsburg,Hertha Berlin",M S,23,955,2,1,0.8876842530444264,0.9991648942232132,15,12,0,0,2,0.8876842530444264,1.8564003249630328,1.094247224740684
bundesliga,2019-2020,7394,Rabbi Matondo,Schalke 04,F M S,20,1174,2,0,2.618233351968229,0.7550372341647744,23,12,1,0,2,2.618233351968229,3.954906361177564,0.9120393395423888
bundesliga,2019-2020,7784,Joao Victor,Wolfsburg,F M S,32,1637,2,2,4.583161223679781,2.175634102895856,29,14,4,0,2,4.583161223679781,8.529213478788733,2.471169804222882
bundesliga,2019-2020,7795,Kai Pröger,Paderborn,F M S,31,2070,2,6,3.1291251336224377,3.8471486568450928,51,41,0,0,2,3.1291251336224377,5.931446879170835,1.619092688895762
bundesliga,2019-2020,7796,Klaus Gjasula,Paderborn,D M S,29,2311,2,1,1.889322875067592,1.2945233387872577,14,28,17,0,2,1.1317076068371534,5.1158035127446055,3.641681950539352
bundesliga,2019-2020,7801,Cauly Oliveira Souza,Paderborn,F M S,13,720,2,0,1.4051731415092945,0.5883676707744598,14,10,0,0,2,1.4051731415092945,2.324491612613201,0.9163215458393096
bundesliga,2019-2020,7813,Jeremiah St. Juste,Mainz 05,D M S,25,2118,2,2,0.5927175134420395,1.2162432223558426,12,5,7,0,2,0.5927175134420395,4.642858546227217,4.120781723409891
bundesliga,2019-2020,7881,Sebastian Polter,Union Berlin,F S,13,322,2,2,1.9034961108118296,1.0297745279967785,9,10,1,1,0,0.3879427555948496,1.5708745010197165,0.4902998860925436
bundesliga,2019-2020,8078,Sebastian Schonlau,Paderborn,D M,23,2070,2,0,1.1439703600481153,0.1472152359783649,12,4,2,0,2,1.1439703600481153,3.4269767086952925,3.2857861761003733
bundesliga,2019-2020,8146,Ismail Jakobs,FC Cologne,D F M,20,1696,2,2,2.628021391108632,1.0853783152997494,18,12,4,0,2,2.628021391108632,5.274632282555103,2.030864104628563
bundesliga,2019-2020,8303,Marin Pongracic,Wolfsburg,D,11,934,2,0,1.6641847994178534,0.0,5,0,4,1,2,1.6641847994178534,2.804443094879389,2.804443094879389
bundesliga,2019-2020,26,Salomon Kalou,Hertha Berlin,F S,5,144,1,0,1.0961494408547878,0.6981658339500427,5,1,0,0,1,1.0961494408547878,2.5715074501931667,0.7771922051906586
bundesliga,2019-2020,28,Mitchell Weiser,Bayer Leverkusen,D M S,18,1165,1,0,1.7394279334694147,0.2633465882390737,7,5,3,0,1,1.7394279334694147,5.071940220892429,3.95404727011919
bundesliga,2019-2020,82,Nadiem Amiri,Bayer Leverkusen,D M S,30,1855,1,2,2.27127152401954,6.069706790149212,42,54,3,0,1,2.27127152401954,11.075130720622838,6.082137428224087
