id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,league
138034.0,1.0,MissedShots,0.879000015258789,0.6430000305175781,0.0704144164919853,Mehdi Carcela-González,h,5154.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,,BallRecovery,la_liga
138035.0,1.0,SavedShot,0.931999969482422,0.3120000076293945,0.0540025532245636,Jeremie Boga,h,3544.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Mehdi Carcela-González,Rebound,la_liga
138039.0,26.0,Goal,0.91,0.4779999923706055,0.4945149421691894,Andreas Pereira,h,922.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Jeremie Boga,Pass,la_liga
138043.0,42.0,MissedShots,0.745999984741211,0.3940000152587891,0.0237788278609514,Uche,h,2564.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Mehdi Carcela-González,Pass,la_liga
138044.0,47.0,MissedShots,0.7959999847412109,0.2679999923706054,0.0270405951887369,Jeremie Boga,h,3544.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Mehdi Carcela-González,Pass,la_liga
138047.0,55.0,SavedShot,0.884000015258789,0.379000015258789,0.1019958034157753,Jeremie Boga,h,3544.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Gabriel Silva,Pass,la_liga
138048.0,55.0,Goal,0.981999969482422,0.5420000076293945,0.4838950932025909,Lombán,h,2085.0,FromCorner,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Artem Kravets,CornerAwarded,la_liga
138051.0,72.0,BlockedShot,0.8730000305175781,0.33,0.0806316211819648,Artem Kravets,h,2630.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Uche,Pass,la_liga
138057.0,85.0,BlockedShot,0.8490000152587891,0.5690000152587891,0.1236935034394264,Mehdi Carcela-González,h,5154.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Andreas Pereira,TakeOn,la_liga
138058.0,86.0,SavedShot,0.77,0.46,0.0212873872369527,Javi Márquez,h,2422.0,OpenPlay,2016.0,LeftFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,,Rebound,la_liga
138059.0,87.0,SavedShot,0.8930000305175781,0.3520000076293945,0.4343943297863006,Isaac Cuenca,h,2081.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Mehdi Carcela-González,Throughball,la_liga
138036.0,7.0,BlockedShot,0.89,0.3979999923706054,0.1055769026279449,Joaquín Correa,a,1809.0,OpenPlay,2016.0,LeftFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Vitolo,Pass,la_liga
138037.0,9.0,BlockedShot,0.759000015258789,0.639000015258789,0.0194162130355834,Gabriel Mercado,a,5051.0,OpenPlay,2016.0,RightFoot,3163.0,Granada,Sevilla,2.0,1.0,2016-12-03 16:00:00,Vitolo,Pass,la_liga
