id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,league,season
2098,Luis Suárez,35,3150,40,35.833730578422546,16,13.275962802581487,137,56,6,0,F,Barcelona,37,32.11772674322128,44.87190732359886,9.114415856078269,la_liga,2015-2016
2371,Cristiano Ronaldo,36,3186,35,35.58900645375252,11,8.606404347345233,227,51,3,0,F M,Real Madrid,29,28.899507626891136,40.81802845001221,9.863004602491856,la_liga,2015-2016
2097,Lionel Messi,33,2726,26,27.10191031545401,16,15.871278138831258,158,77,3,0,F M S,Barcelona,23,21.89935135096312,41.99686624109745,15.196364373899996,la_liga,2015-2016
2099,Neymar,34,3058,24,28.050516739487648,12,18.07445504516363,124,102,6,0,F M,Barcelona,19,22.847829207777977,52.40943560004234,22.224826822057366,la_liga,2015-2016
2370,Karim Benzema,27,2001,24,20.72938249260187,7,5.572381630539894,98,42,1,0,F S,Real Madrid,24,20.72938249260187,27.387168176472187,5.697659491561353,la_liga,2015-2016
2270,Antoine Griezmann,38,3066,22,16.04352725017816,5,6.480978865176439,92,53,5,0,F M S,Atletico Madrid,21,14.55709991324693,22.91571207344532,5.739001102745533,la_liga,2015-2016
2410,Aduriz,34,2777,20,20.721571322530508,6,4.22144285403192,93,33,9,0,F S,Athletic Club,17,17.005183275789022,18.22983307763934,2.527868362143636,la_liga,2015-2016
2150,Rubén Castro,38,3382,19,18.22531020641327,4,2.68634669482708,103,31,3,0,F,Real Betis,16,15.252199687063694,14.752720782533288,2.067330587655306,la_liga,2015-2016
2251,Gareth Bale,23,1743,19,10.658595193177462,10,9.023393794894218,81,50,2,0,F M S,Real Madrid,19,10.658595193177462,22.583058804273605,8.62553496286273,la_liga,2015-2016
1701,Borja Bastón,36,2580,18,18.541681621223688,3,2.720196273177862,93,18,3,0,F S,Eibar,15,16.311848860234022,17.243657186627388,3.0745551297441125,la_liga,2015-2016
1700,Lucas Pérez,36,3148,17,18.48889297991991,8,7.258303719572723,100,72,3,0,F M S,Deportivo La Coruna,16,17.745615370571613,25.75750688463449,4.751288341358304,la_liga,2015-2016
2082,Youssef El-Arabi,35,2515,16,13.09731755964458,2,5.140712549909949,70,23,3,0,F S,Granada,9,7.894502138718963,11.529721746221185,1.6154422350227833,la_liga,2015-2016
2442,Kevin Gameiro,31,2083,16,18.92152793705464,4,5.8461062181741,72,24,2,0,F S,Sevilla,12,15.205267682671549,19.63494710996747,2.89435513317585,la_liga,2015-2016
2290,Iago Aspas,35,2682,14,13.668676296249032,4,5.091344126500189,80,49,8,0,F M S,Celta Vigo,13,12.925398686900737,22.065814189612865,6.506561143323779,la_liga,2015-2016
2380,Paco Alcácer,34,2416,13,13.271327493712306,6,6.132375061511993,61,33,2,0,F S,Valencia,11,11.04149460606277,17.202759062871337,1.6027741804718971,la_liga,2015-2016
2535,Imanol Agirretxe,16,1178,13,9.856066510081291,0,0.429635657928884,46,3,0,0,F M S,Real Sociedad,13,9.856066510081291,9.710276666097345,1.7055180938914418,la_liga,2015-2016
1732,Nolito,29,2473,12,8.688586086034775,7,7.386068509891629,81,60,9,0,F M S,Celta Vigo,11,7.202030811458826,17.687700755894184,8.310327585786581,la_liga,2015-2016
2167,Javi Guerra,30,2094,12,11.420184656977654,0,1.6492967177182436,72,19,8,0,F S,Rayo Vallecano,12,11.420184656977654,10.859631402418016,1.317512915469706,la_liga,2015-2016
2306,Cédric Bakambu,34,1864,12,10.213245272636414,3,2.0381756918504834,49,12,4,0,F S,Villarreal,12,10.213245272636414,12.560583833605053,2.3723931945860386,la_liga,2015-2016
2339,Charles,35,3010,12,11.038674703799188,3,4.023324122652412,84,36,12,0,F S,Malaga,11,10.295397094450893,12.923107977956532,2.5798652982339263,la_liga,2015-2016
2217,Antonio Sanabria,29,2269,11,11.98635444417596,1,1.4717636303976178,50,12,4,0,F S,Sporting Gijon,10,11.243076834827662,11.980270881205795,1.5932865012437103,la_liga,2015-2016
2271,Fernando Torres,30,1687,11,8.592066910117865,4,4.595362313091755,57,20,3,0,F S,Atletico Madrid,11,8.592066910117865,13.87180120125413,2.5648031383752823,la_liga,2015-2016
2358,Jonathan Viera,36,3128,10,9.643043575808406,9,6.434013900347054,86,80,4,0,F M,Las Palmas,6,5.926783388480544,13.930950382724404,6.735369453206658,la_liga,2015-2016
2135,Sergi Enrich,38,2420,9,8.305101761594415,6,4.866399645805359,44,31,4,0,F M S,Eibar,9,8.305101761594415,13.573911748826504,3.698496136814356,la_liga,2015-2016
2165,Jozabed,27,2068,9,5.239051036536694,2,2.268520209938288,45,28,3,0,M S,Rayo Vallecano,9,5.239051036536694,11.391130946576595,5.959241542033851,la_liga,2015-2016
2170,Miku,22,1546,9,12.049345135688782,4,4.112800158560276,42,26,4,0,F S,Rayo Vallecano,9,12.049345135688782,12.46079592499882,1.9162291465327144,la_liga,2015-2016
2185,Deyverson,33,2168,9,9.246003801003098,1,1.847145187202841,69,25,10,2,F S,Levante,9,9.246003801003098,9.867697710637003,1.254066240042448,la_liga,2015-2016
2361,Willian José,30,1721,9,7.039444365538657,1,1.3957338389009235,54,22,6,0,F S,Las Palmas,9,7.039444365538657,8.701027967967093,2.1966920010745525,la_liga,2015-2016
2116,Felipe Caicedo,31,2149,8,8.372554460540414,0,1.4522554446011782,40,15,6,0,F S,Espanyol,8,7.629276791587472,12.266952402889729,4.828452924266458,la_liga,2015-2016
